ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2017,"2017",0,"Total",36852,3078,"Census Tract 96.05, Multnomah County, OR","14000US41051009605"
2017,"2017",0,"Total",39184,7498.000000000001,"Census Tract 97.01, Multnomah County, OR","14000US41051009701"
2017,"2017",0,"Total",43631,8960,"Census Tract 97.02, Multnomah County, OR","14000US41051009702"
2017,"2017",0,"Total",47542,6936,"Census Tract 98.03, Multnomah County, OR","14000US41051009803"
2017,"2017",0,"Total",36365,7153,"Census Tract 98.04, Multnomah County, OR","14000US41051009804"
2017,"2017",0,"Total",91265,6304,"Census Tract 99.03, Multnomah County, OR","14000US41051009903"
2017,"2017",0,"Total",58866,7607,"Census Tract 102, Multnomah County, OR","14000US41051010200"
2017,"2017",0,"Total",12773,2352,"Census Tract 106, Multnomah County, OR","14000US41051010600"
2016,"2016",0,"Total",48825,4129,"Census Tract 208, Clackamas County, OR","14000US41005020800"
2016,"2016",0,"Total",55110,5144,"Census Tract 209, Clackamas County, OR","14000US41005020900"
2016,"2016",0,"Total",57599,7433.999999999999,"Census Tract 210, Clackamas County, OR","14000US41005021000"
2016,"2016",0,"Total",44490,5785,"Census Tract 216.01, Clackamas County, OR","14000US41005021601"
2016,"2016",0,"Total",85662,23171,"Census Tract 222.06, Clackamas County, OR","14000US41005022206"
2016,"2016",0,"Total",107446,11928,"Census Tract 222.08, Clackamas County, OR","14000US41005022208"
2016,"2016",0,"Total",73393,19686,"Census Tract 1, Multnomah County, OR","14000US41051000100"
2016,"2016",0,"Total",62260,6922.999999999999,"Census Tract 2, Multnomah County, OR","14000US41051000200"
2016,"2016",0,"Total",41706,3845.0000000000005,"Census Tract 3.01, Multnomah County, OR","14000US41051000301"
2016,"2016",0,"Total",103404,9398,"Census Tract 3.02, Multnomah County, OR","14000US41051000302"
2016,"2016",0,"Total",72917,5703,"Census Tract 4.01, Multnomah County, OR","14000US41051000401"
2016,"2016",0,"Total",72045,16756,"Census Tract 4.02, Multnomah County, OR","14000US41051000402"
2016,"2016",0,"Total",53180,5343,"Census Tract 5.01, Multnomah County, OR","14000US41051000501"
2016,"2016",0,"Total",46526,4680,"Census Tract 5.02, Multnomah County, OR","14000US41051000502"
2016,"2016",0,"Total",46138,7175,"Census Tract 6.01, Multnomah County, OR","14000US41051000601"
2016,"2016",0,"Total",45938,7082.000000000001,"Census Tract 6.02, Multnomah County, OR","14000US41051000602"
2016,"2016",0,"Total",56118,7323,"Census Tract 7.01, Multnomah County, OR","14000US41051000701"
2016,"2016",0,"Total",54407,7208,"Census Tract 7.02, Multnomah County, OR","14000US41051000702"
2016,"2016",0,"Total",59832,5817,"Census Tract 8.01, Multnomah County, OR","14000US41051000801"
2016,"2016",0,"Total",57525,8949,"Census Tract 8.02, Multnomah County, OR","14000US41051000802"
2016,"2016",0,"Total",74487,7847.000000000001,"Census Tract 9.01, Multnomah County, OR","14000US41051000901"
2016,"2016",0,"Total",45149,12773,"Census Tract 9.02, Multnomah County, OR","14000US41051000902"
2016,"2016",0,"Total",61013,8330,"Census Tract 10, Multnomah County, OR","14000US41051001000"
2016,"2016",0,"Total",24194,7746,"Census Tract 11.01, Multnomah County, OR","14000US41051001101"
2016,"2016",0,"Total",69453,11916,"Census Tract 11.02, Multnomah County, OR","14000US41051001102"
2016,"2016",0,"Total",45427,7631,"Census Tract 12.01, Multnomah County, OR","14000US41051001201"
2016,"2016",0,"Total",78125,14552,"Census Tract 12.02, Multnomah County, OR","14000US41051001202"
2016,"2016",0,"Total",63208,12605,"Census Tract 13.01, Multnomah County, OR","14000US41051001301"
2016,"2016",0,"Total",86288,6449,"Census Tract 13.02, Multnomah County, OR","14000US41051001302"
2016,"2016",0,"Total",75777,6830.000000000001,"Census Tract 14, Multnomah County, OR","14000US41051001400"
2016,"2016",0,"Total",87991,17455,"Census Tract 15, Multnomah County, OR","14000US41051001500"
2016,"2016",0,"Total",67125,8001,"Census Tract 16.01, Multnomah County, OR","14000US41051001601"
2016,"2016",0,"Total",46184,7229.000000000001,"Census Tract 16.02, Multnomah County, OR","14000US41051001602"
2016,"2016",0,"Total",62500,7740.000000000001,"Census Tract 17.01, Multnomah County, OR","14000US41051001701"
2016,"2016",0,"Total",49574,6509,"Census Tract 17.02, Multnomah County, OR","14000US41051001702"
2016,"2016",0,"Total",55423,8723,"Census Tract 18.01, Multnomah County, OR","14000US41051001801"
2016,"2016",0,"Total",56318,5297,"Census Tract 18.02, Multnomah County, OR","14000US41051001802"
2016,"2016",0,"Total",109958,14034.999999999998,"Census Tract 19, Multnomah County, OR","14000US41051001900"
2016,"2016",0,"Total",49265,8326,"Census Tract 20, Multnomah County, OR","14000US41051002000"
2016,"2016",0,"Total",42838,6599,"Census Tract 21, Multnomah County, OR","14000US41051002100"
2016,"2016",0,"Total",55743,17225,"Census Tract 22.03, Multnomah County, OR","14000US41051002203"
2016,"2016",0,"Total",41212,6949,"Census Tract 23.03, Multnomah County, OR","14000US41051002303"
2016,"2016",0,"Total",130223,19776,"Census Tract 24.01, Multnomah County, OR","14000US41051002401"
2016,"2016",0,"Total",50941,6123,"Census Tract 24.02, Multnomah County, OR","14000US41051002402"
2016,"2016",0,"Total",121429,15394,"Census Tract 25.01, Multnomah County, OR","14000US41051002501"
2016,"2016",0,"Total",60801,8043,"Census Tract 25.02, Multnomah County, OR","14000US41051002502"
2016,"2016",0,"Total",110781,29281,"Census Tract 26, Multnomah County, OR","14000US41051002600"
2016,"2016",0,"Total",112065,18572,"Census Tract 27.01, Multnomah County, OR","14000US41051002701"
2016,"2016",0,"Total",48971,12452,"Census Tract 27.02, Multnomah County, OR","14000US41051002702"
2016,"2016",0,"Total",88750,11945,"Census Tract 28.01, Multnomah County, OR","14000US41051002801"
2016,"2016",0,"Total",70663,10445,"Census Tract 28.02, Multnomah County, OR","14000US41051002802"
2016,"2016",0,"Total",63669,4660,"Census Tract 29.01, Multnomah County, OR","14000US41051002901"
2016,"2016",0,"Total",53292,6511,"Census Tract 29.02, Multnomah County, OR","14000US41051002902"
2016,"2016",0,"Total",59006,6627,"Census Tract 29.03, Multnomah County, OR","14000US41051002903"
2016,"2016",0,"Total",98889,14204.999999999998,"Census Tract 30, Multnomah County, OR","14000US41051003000"
2016,"2016",0,"Total",89826,9684,"Census Tract 31, Multnomah County, OR","14000US41051003100"
2016,"2016",0,"Total",88882,7525.999999999999,"Census Tract 32, Multnomah County, OR","14000US41051003200"
2016,"2016",0,"Total",70341,11840,"Census Tract 33.01, Multnomah County, OR","14000US41051003301"
2016,"2016",0,"Total",64316,7783,"Census Tract 33.02, Multnomah County, OR","14000US41051003302"
2016,"2016",0,"Total",59413,7704,"Census Tract 34.01, Multnomah County, OR","14000US41051003401"
2016,"2016",0,"Total",70972,10792,"Census Tract 34.02, Multnomah County, OR","14000US41051003402"
2016,"2016",0,"Total",52674,13650.000000000002,"Census Tract 35.01, Multnomah County, OR","14000US41051003501"
2016,"2016",0,"Total",90515,13815.999999999998,"Census Tract 35.02, Multnomah County, OR","14000US41051003502"
2016,"2016",0,"Total",65134,7375,"Census Tract 36.01, Multnomah County, OR","14000US41051003601"
2016,"2016",0,"Total",86613,16663,"Census Tract 36.02, Multnomah County, OR","14000US41051003602"
2016,"2016",0,"Total",65347,9584,"Census Tract 36.03, Multnomah County, OR","14000US41051003603"
2016,"2016",0,"Total",49464,7450.999999999999,"Census Tract 37.01, Multnomah County, OR","14000US41051003701"
2016,"2016",0,"Total",75804,14094.999999999998,"Census Tract 37.02, Multnomah County, OR","14000US41051003702"
2016,"2016",0,"Total",50897,6149,"Census Tract 38.01, Multnomah County, OR","14000US41051003801"
2016,"2016",0,"Total",76705,4946,"Census Tract 38.02, Multnomah County, OR","14000US41051003802"
2016,"2016",0,"Total",61953,16271,"Census Tract 38.03, Multnomah County, OR","14000US41051003803"
2016,"2016",0,"Total",61084,4520,"Census Tract 39.01, Multnomah County, OR","14000US41051003901"
2016,"2016",0,"Total",71094,10217,"Census Tract 39.02, Multnomah County, OR","14000US41051003902"
2016,"2016",0,"Total",37667,6030,"Census Tract 40.01, Multnomah County, OR","14000US41051004001"
2016,"2016",0,"Total",59508,6158,"Census Tract 40.02, Multnomah County, OR","14000US41051004002"
2016,"2016",0,"Total",61806,7400,"Census Tract 41.01, Multnomah County, OR","14000US41051004101"
2016,"2016",0,"Total",52034,8440,"Census Tract 41.02, Multnomah County, OR","14000US41051004102"
2016,"2016",0,"Total",47089,3326,"Census Tract 42, Multnomah County, OR","14000US41051004200"
2016,"2016",0,"Total",92159,15495.000000000002,"Census Tract 43, Multnomah County, OR","14000US41051004300"
2016,"2016",0,"Total",67159,16486,"Census Tract 45, Multnomah County, OR","14000US41051004500"
2016,"2016",0,"Total",107344,14162,"Census Tract 46.01, Multnomah County, OR","14000US41051004601"
2016,"2016",0,"Total",136058,19477,"Census Tract 46.02, Multnomah County, OR","14000US41051004602"
2016,"2016",0,"Total",78750,17713,"Census Tract 47, Multnomah County, OR","14000US41051004700"
2016,"2016",0,"Total",42060,9009,"Census Tract 48, Multnomah County, OR","14000US41051004800"
2016,"2016",0,"Total",36979,5213,"Census Tract 49, Multnomah County, OR","14000US41051004900"
2016,"2016",0,"Total",97095,13902,"Census Tract 50, Multnomah County, OR","14000US41051005000"
2016,"2016",0,"Total",57417,17980,"Census Tract 51, Multnomah County, OR","14000US41051005100"
2016,"2016",0,"Total",37441,5948,"Census Tract 52, Multnomah County, OR","14000US41051005200"
2016,"2016",0,"Total",19331,4553,"Census Tract 55, Multnomah County, OR","14000US41051005500"
2016,"2016",0,"Total",30157,4822,"Census Tract 56, Multnomah County, OR","14000US41051005600"
2016,"2016",0,"Total",58816,4983,"Census Tract 57, Multnomah County, OR","14000US41051005700"
2016,"2016",0,"Total",100598,20448,"Census Tract 58, Multnomah County, OR","14000US41051005800"
2016,"2016",0,"Total",83219,12710,"Census Tract 59, Multnomah County, OR","14000US41051005900"
2016,"2016",0,"Total",105357,22364,"Census Tract 60.01, Multnomah County, OR","14000US41051006001"
2016,"2016",0,"Total",97833,11569,"Census Tract 60.02, Multnomah County, OR","14000US41051006002"
2016,"2016",0,"Total",106023,16150,"Census Tract 61, Multnomah County, OR","14000US41051006100"
2016,"2016",0,"Total",93631,14759,"Census Tract 62, Multnomah County, OR","14000US41051006200"
2016,"2016",0,"Total",56393,11095,"Census Tract 64.03, Multnomah County, OR","14000US41051006403"
2016,"2016",0,"Total",98818,10354,"Census Tract 65.01, Multnomah County, OR","14000US41051006501"
2016,"2016",0,"Total",56818,8788,"Census Tract 65.02, Multnomah County, OR","14000US41051006502"
2016,"2016",0,"Total",103669,9007,"Census Tract 66.01, Multnomah County, OR","14000US41051006601"
2016,"2016",0,"Total",59070,9874,"Census Tract 66.02, Multnomah County, OR","14000US41051006602"
2016,"2016",0,"Total",82885,13804,"Census Tract 67.01, Multnomah County, OR","14000US41051006701"
2016,"2016",0,"Total",63203,7562,"Census Tract 67.02, Multnomah County, OR","14000US41051006702"
2016,"2016",0,"Total",77542,11654,"Census Tract 68.01, Multnomah County, OR","14000US41051006801"
2016,"2016",0,"Total",99848,15433,"Census Tract 68.02, Multnomah County, OR","14000US41051006802"
2016,"2016",0,"Total",168816,10791,"Census Tract 69, Multnomah County, OR","14000US41051006900"
2016,"2016",0,"Total",137900,22133,"Census Tract 70, Multnomah County, OR","14000US41051007000"
2016,"2016",0,"Total",77208,21310,"Census Tract 71, Multnomah County, OR","14000US41051007100"
2016,"2016",0,"Total",47763,22800,"Census Tract 72.01, Multnomah County, OR","14000US41051007201"
2016,"2016",0,"Total",61979,5998,"Census Tract 72.02, Multnomah County, OR","14000US41051007202"
2016,"2016",0,"Total",39875,13130,"Census Tract 73, Multnomah County, OR","14000US41051007300"
2016,"2016",0,"Total",36705,7336.000000000001,"Census Tract 74, Multnomah County, OR","14000US41051007400"
2016,"2016",0,"Total",62477,6560,"Census Tract 75, Multnomah County, OR","14000US41051007500"
2016,"2016",0,"Total",43100,9591,"Census Tract 76, Multnomah County, OR","14000US41051007600"
2016,"2016",0,"Total",50063,7765.000000000001,"Census Tract 77, Multnomah County, OR","14000US41051007700"
2016,"2016",0,"Total",61133,3759.0000000000005,"Census Tract 78, Multnomah County, OR","14000US41051007800"
2016,"2016",0,"Total",47371,7677.999999999999,"Census Tract 79, Multnomah County, OR","14000US41051007900"
2016,"2016",0,"Total",45703,9236,"Census Tract 80.01, Multnomah County, OR","14000US41051008001"
2016,"2016",0,"Total",46142,9437,"Census Tract 80.02, Multnomah County, OR","14000US41051008002"
2016,"2016",0,"Total",36698,9176,"Census Tract 81, Multnomah County, OR","14000US41051008100"
2016,"2016",0,"Total",40486,9202,"Census Tract 82.01, Multnomah County, OR","14000US41051008201"
2016,"2016",0,"Total",36005,7622,"Census Tract 82.02, Multnomah County, OR","14000US41051008202"
2016,"2016",0,"Total",29068,4529,"Census Tract 83.01, Multnomah County, OR","14000US41051008301"
2016,"2016",0,"Total",36875,6521,"Census Tract 83.02, Multnomah County, OR","14000US41051008302"
2016,"2016",0,"Total",34918,7832.000000000001,"Census Tract 84, Multnomah County, OR","14000US41051008400"
2016,"2016",0,"Total",43571,8309,"Census Tract 85, Multnomah County, OR","14000US41051008500"
2016,"2016",0,"Total",40363,7998,"Census Tract 86, Multnomah County, OR","14000US41051008600"
2016,"2016",0,"Total",59103,6011,"Census Tract 87, Multnomah County, OR","14000US41051008700"
2016,"2016",0,"Total",59722,10450,"Census Tract 88, Multnomah County, OR","14000US41051008800"
2016,"2016",0,"Total",67049,12391,"Census Tract 89.01, Multnomah County, OR","14000US41051008901"
2016,"2016",0,"Total",44364,6901,"Census Tract 89.02, Multnomah County, OR","14000US41051008902"
2016,"2016",0,"Total",38482,9285,"Census Tract 90, Multnomah County, OR","14000US41051009000"
2016,"2016",0,"Total",28347,8524,"Census Tract 91.01, Multnomah County, OR","14000US41051009101"
2016,"2016",0,"Total",44844,6974.999999999999,"Census Tract 91.02, Multnomah County, OR","14000US41051009102"
2016,"2016",0,"Total",40000,9686,"Census Tract 92.01, Multnomah County, OR","14000US41051009201"
2016,"2016",0,"Total",50417,6294,"Census Tract 92.02, Multnomah County, OR","14000US41051009202"
2016,"2016",0,"Total",45371,6755.999999999999,"Census Tract 93.01, Multnomah County, OR","14000US41051009301"
2016,"2016",0,"Total",53036,14812.000000000002,"Census Tract 93.02, Multnomah County, OR","14000US41051009302"
2016,"2016",0,"Total",54085,4893,"Census Tract 94, Multnomah County, OR","14000US41051009400"
2016,"2016",0,"Total",44552,6432,"Census Tract 95.01, Multnomah County, OR","14000US41051009501"
2016,"2016",0,"Total",60722,3894.9999999999995,"Census Tract 95.02, Multnomah County, OR","14000US41051009502"
2016,"2016",0,"Total",34837,7729,"Census Tract 96.05, Multnomah County, OR","14000US41051009605"
2016,"2016",0,"Total",41991,8679,"Census Tract 97.01, Multnomah County, OR","14000US41051009701"
2016,"2016",0,"Total",40913,10564,"Census Tract 97.02, Multnomah County, OR","14000US41051009702"
2016,"2016",0,"Total",45746,4359,"Census Tract 98.03, Multnomah County, OR","14000US41051009803"
2016,"2016",0,"Total",37428,11778,"Census Tract 98.04, Multnomah County, OR","14000US41051009804"
2016,"2016",0,"Total",87319,5038,"Census Tract 99.03, Multnomah County, OR","14000US41051009903"
2016,"2016",0,"Total",60148,5759,"Census Tract 102, Multnomah County, OR","14000US41051010200"
2016,"2016",0,"Total",13831,1926.9999999999998,"Census Tract 106, Multnomah County, OR","14000US41051010600"
2015,"2015",0,"Total",52168,4868,"Census Tract 208, Clackamas County, OR","14000US41005020800"
2015,"2015",0,"Total",44816,9619,"Census Tract 209, Clackamas County, OR","14000US41005020900"
2015,"2015",0,"Total",50650,7059.999999999999,"Census Tract 210, Clackamas County, OR","14000US41005021000"
2015,"2015",0,"Total",43864,6685,"Census Tract 216.01, Clackamas County, OR","14000US41005021601"
2015,"2015",0,"Total",81701,13469,"Census Tract 222.06, Clackamas County, OR","14000US41005022206"
2015,"2015",0,"Total",101000,10357,"Census Tract 222.08, Clackamas County, OR","14000US41005022208"
2015,"2015",0,"Total",61046,6337,"Census Tract 1, Multnomah County, OR","14000US41051000100"
2015,"2015",0,"Total",60857,7007.000000000001,"Census Tract 2, Multnomah County, OR","14000US41051000200"
2015,"2015",0,"Total",41389,3635,"Census Tract 3.01, Multnomah County, OR","14000US41051000301"
2015,"2015",0,"Total",101627,11440,"Census Tract 3.02, Multnomah County, OR","14000US41051000302"
2015,"2015",0,"Total",71083,4341,"Census Tract 4.01, Multnomah County, OR","14000US41051000401"
2015,"2015",0,"Total",63424,17355,"Census Tract 4.02, Multnomah County, OR","14000US41051000402"
2015,"2015",0,"Total",51851,4155,"Census Tract 5.01, Multnomah County, OR","14000US41051000501"
2015,"2015",0,"Total",45280,5379,"Census Tract 5.02, Multnomah County, OR","14000US41051000502"
2015,"2015",0,"Total",45307,6611,"Census Tract 6.01, Multnomah County, OR","14000US41051000601"
2015,"2015",0,"Total",40295,3274,"Census Tract 6.02, Multnomah County, OR","14000US41051000602"
2015,"2015",0,"Total",53189,5865,"Census Tract 7.01, Multnomah County, OR","14000US41051000701"
2015,"2015",0,"Total",52077,7710.000000000001,"Census Tract 7.02, Multnomah County, OR","14000US41051000702"
2015,"2015",0,"Total",57266,6060,"Census Tract 8.01, Multnomah County, OR","14000US41051000801"
2015,"2015",0,"Total",52353,8063,"Census Tract 8.02, Multnomah County, OR","14000US41051000802"
2015,"2015",0,"Total",64844,10740,"Census Tract 9.01, Multnomah County, OR","14000US41051000901"
2015,"2015",0,"Total",36477,5792,"Census Tract 9.02, Multnomah County, OR","14000US41051000902"
2015,"2015",0,"Total",54468,11425,"Census Tract 10, Multnomah County, OR","14000US41051001000"
2015,"2015",0,"Total",23980,7580,"Census Tract 11.01, Multnomah County, OR","14000US41051001101"
2015,"2015",0,"Total",66458,13927,"Census Tract 11.02, Multnomah County, OR","14000US41051001102"
2015,"2015",0,"Total",43569,7679,"Census Tract 12.01, Multnomah County, OR","14000US41051001201"
2015,"2015",0,"Total",76055,10383,"Census Tract 12.02, Multnomah County, OR","14000US41051001202"
2015,"2015",0,"Total",59129,11354,"Census Tract 13.01, Multnomah County, OR","14000US41051001301"
2015,"2015",0,"Total",82770,5475,"Census Tract 13.02, Multnomah County, OR","14000US41051001302"
2015,"2015",0,"Total",72560,7363,"Census Tract 14, Multnomah County, OR","14000US41051001400"
2015,"2015",0,"Total",82321,16085,"Census Tract 15, Multnomah County, OR","14000US41051001500"
2015,"2015",0,"Total",62216,9042,"Census Tract 16.01, Multnomah County, OR","14000US41051001601"
2015,"2015",0,"Total",42313,6877.999999999999,"Census Tract 16.02, Multnomah County, OR","14000US41051001602"
2015,"2015",0,"Total",60750,7475,"Census Tract 17.01, Multnomah County, OR","14000US41051001701"
2015,"2015",0,"Total",49049,5713,"Census Tract 17.02, Multnomah County, OR","14000US41051001702"
2015,"2015",0,"Total",48281,7859.999999999999,"Census Tract 18.01, Multnomah County, OR","14000US41051001801"
2015,"2015",0,"Total",55526,6169,"Census Tract 18.02, Multnomah County, OR","14000US41051001802"
2015,"2015",0,"Total",102431,7650.000000000001,"Census Tract 19, Multnomah County, OR","14000US41051001900"
2015,"2015",0,"Total",47698,7200,"Census Tract 20, Multnomah County, OR","14000US41051002000"
2015,"2015",0,"Total",38702,4042.0000000000005,"Census Tract 21, Multnomah County, OR","14000US41051002100"
2015,"2015",0,"Total",50511,13006,"Census Tract 22.03, Multnomah County, OR","14000US41051002203"
2015,"2015",0,"Total",38450,7908,"Census Tract 23.03, Multnomah County, OR","14000US41051002303"
2015,"2015",0,"Total",102500,20314,"Census Tract 24.01, Multnomah County, OR","14000US41051002401"
2015,"2015",0,"Total",51018,6117,"Census Tract 24.02, Multnomah County, OR","14000US41051002402"
2015,"2015",0,"Total",126250,16245,"Census Tract 25.01, Multnomah County, OR","14000US41051002501"
2015,"2015",0,"Total",56023,8361,"Census Tract 25.02, Multnomah County, OR","14000US41051002502"
2015,"2015",0,"Total",103466,19666,"Census Tract 26, Multnomah County, OR","14000US41051002600"
2015,"2015",0,"Total",109583,9942,"Census Tract 27.01, Multnomah County, OR","14000US41051002701"
2015,"2015",0,"Total",55338,13043,"Census Tract 27.02, Multnomah County, OR","14000US41051002702"
2015,"2015",0,"Total",84397,10610,"Census Tract 28.01, Multnomah County, OR","14000US41051002801"
2015,"2015",0,"Total",63872,7437,"Census Tract 28.02, Multnomah County, OR","14000US41051002802"
2015,"2015",0,"Total",62422,5699,"Census Tract 29.01, Multnomah County, OR","14000US41051002901"
2015,"2015",0,"Total",51071,5058,"Census Tract 29.02, Multnomah County, OR","14000US41051002902"
2015,"2015",0,"Total",55985,11646,"Census Tract 29.03, Multnomah County, OR","14000US41051002903"
2015,"2015",0,"Total",87316,8773,"Census Tract 30, Multnomah County, OR","14000US41051003000"
2015,"2015",0,"Total",80778,8880,"Census Tract 31, Multnomah County, OR","14000US41051003100"
2015,"2015",0,"Total",86563,7844,"Census Tract 32, Multnomah County, OR","14000US41051003200"
2015,"2015",0,"Total",63625,19238,"Census Tract 33.01, Multnomah County, OR","14000US41051003301"
2015,"2015",0,"Total",66364,12520,"Census Tract 33.02, Multnomah County, OR","14000US41051003302"
2015,"2015",0,"Total",50588,11148,"Census Tract 34.01, Multnomah County, OR","14000US41051003401"
2015,"2015",0,"Total",61250,14380,"Census Tract 34.02, Multnomah County, OR","14000US41051003402"
2015,"2015",0,"Total",45391,11565,"Census Tract 35.01, Multnomah County, OR","14000US41051003501"
2015,"2015",0,"Total",87609,13233,"Census Tract 35.02, Multnomah County, OR","14000US41051003502"
2015,"2015",0,"Total",62129,4498,"Census Tract 36.01, Multnomah County, OR","14000US41051003601"
2015,"2015",0,"Total",70755,6521,"Census Tract 36.02, Multnomah County, OR","14000US41051003602"
2015,"2015",0,"Total",66193,7914.999999999999,"Census Tract 36.03, Multnomah County, OR","14000US41051003603"
2015,"2015",0,"Total",46949,5807,"Census Tract 37.01, Multnomah County, OR","14000US41051003701"
2015,"2015",0,"Total",73173,10259,"Census Tract 37.02, Multnomah County, OR","14000US41051003702"
2015,"2015",0,"Total",46845,10871,"Census Tract 38.01, Multnomah County, OR","14000US41051003801"
2015,"2015",0,"Total",58618,11082,"Census Tract 38.02, Multnomah County, OR","14000US41051003802"
2015,"2015",0,"Total",57607,10411,"Census Tract 38.03, Multnomah County, OR","14000US41051003803"
2015,"2015",0,"Total",59533,4591,"Census Tract 39.01, Multnomah County, OR","14000US41051003901"
2015,"2015",0,"Total",66643,8268,"Census Tract 39.02, Multnomah County, OR","14000US41051003902"
2015,"2015",0,"Total",37658,4319,"Census Tract 40.01, Multnomah County, OR","14000US41051004001"
2015,"2015",0,"Total",57222,6275,"Census Tract 40.02, Multnomah County, OR","14000US41051004002"
2015,"2015",0,"Total",50495,13637,"Census Tract 41.01, Multnomah County, OR","14000US41051004101"
2015,"2015",0,"Total",47591,13266,"Census Tract 41.02, Multnomah County, OR","14000US41051004102"
2015,"2015",0,"Total",41641,6662,"Census Tract 42, Multnomah County, OR","14000US41051004200"
2015,"2015",0,"Total",89063,15597,"Census Tract 43, Multnomah County, OR","14000US41051004300"
2015,"2015",0,"Total",62639,16022,"Census Tract 45, Multnomah County, OR","14000US41051004500"
2015,"2015",0,"Total",111522,21363,"Census Tract 46.01, Multnomah County, OR","14000US41051004601"
2015,"2015",0,"Total",132692,15922,"Census Tract 46.02, Multnomah County, OR","14000US41051004602"
2015,"2015",0,"Total",70292,21440,"Census Tract 47, Multnomah County, OR","14000US41051004700"
2015,"2015",0,"Total",43833,18631,"Census Tract 48, Multnomah County, OR","14000US41051004800"
2015,"2015",0,"Total",35045,4343,"Census Tract 49, Multnomah County, OR","14000US41051004900"
2015,"2015",0,"Total",91699,11749,"Census Tract 50, Multnomah County, OR","14000US41051005000"
2015,"2015",0,"Total",50507,15041.999999999998,"Census Tract 51, Multnomah County, OR","14000US41051005100"
2015,"2015",0,"Total",37331,5913,"Census Tract 52, Multnomah County, OR","14000US41051005200"
2015,"2015",0,"Total",22533,5057,"Census Tract 55, Multnomah County, OR","14000US41051005500"
2015,"2015",0,"Total",28868,4352,"Census Tract 56, Multnomah County, OR","14000US41051005600"
2015,"2015",0,"Total",58583,4061,"Census Tract 57, Multnomah County, OR","14000US41051005700"
2015,"2015",0,"Total",100332,27211.000000000004,"Census Tract 58, Multnomah County, OR","14000US41051005800"
2015,"2015",0,"Total",82792,9890,"Census Tract 59, Multnomah County, OR","14000US41051005900"
2015,"2015",0,"Total",88277,10052,"Census Tract 60.01, Multnomah County, OR","14000US41051006001"
2015,"2015",0,"Total",87663,7452,"Census Tract 60.02, Multnomah County, OR","14000US41051006002"
2015,"2015",0,"Total",96641,12196,"Census Tract 61, Multnomah County, OR","14000US41051006100"
2015,"2015",0,"Total",76970,13103,"Census Tract 62, Multnomah County, OR","14000US41051006200"
2015,"2015",0,"Total",64659,14131,"Census Tract 64.03, Multnomah County, OR","14000US41051006403"
2015,"2015",0,"Total",91696,13739,"Census Tract 65.01, Multnomah County, OR","14000US41051006501"
2015,"2015",0,"Total",51801,8043,"Census Tract 65.02, Multnomah County, OR","14000US41051006502"
2015,"2015",0,"Total",95958,9033,"Census Tract 66.01, Multnomah County, OR","14000US41051006601"
2015,"2015",0,"Total",58942,10173,"Census Tract 66.02, Multnomah County, OR","14000US41051006602"
2015,"2015",0,"Total",76111,14607.999999999998,"Census Tract 67.01, Multnomah County, OR","14000US41051006701"
2015,"2015",0,"Total",62353,8736,"Census Tract 67.02, Multnomah County, OR","14000US41051006702"
2015,"2015",0,"Total",73102,13865.000000000002,"Census Tract 68.01, Multnomah County, OR","14000US41051006801"
2015,"2015",0,"Total",98026,15621,"Census Tract 68.02, Multnomah County, OR","14000US41051006802"
2015,"2015",0,"Total",166000,21527,"Census Tract 69, Multnomah County, OR","14000US41051006900"
2015,"2015",0,"Total",136364,28750,"Census Tract 70, Multnomah County, OR","14000US41051007000"
2015,"2015",0,"Total",90777,11573,"Census Tract 71, Multnomah County, OR","14000US41051007100"
2015,"2015",0,"Total",45299,9897,"Census Tract 72.01, Multnomah County, OR","14000US41051007201"
2015,"2015",0,"Total",58750,4281,"Census Tract 72.02, Multnomah County, OR","14000US41051007202"
2015,"2015",0,"Total",35417,8847,"Census Tract 73, Multnomah County, OR","14000US41051007300"
2015,"2015",0,"Total",36684,6471,"Census Tract 74, Multnomah County, OR","14000US41051007400"
2015,"2015",0,"Total",52699,7106,"Census Tract 75, Multnomah County, OR","14000US41051007500"
2015,"2015",0,"Total",40163,7680.000000000001,"Census Tract 76, Multnomah County, OR","14000US41051007600"
2015,"2015",0,"Total",46500,5407,"Census Tract 77, Multnomah County, OR","14000US41051007700"
2015,"2015",0,"Total",49000,9245,"Census Tract 78, Multnomah County, OR","14000US41051007800"
2015,"2015",0,"Total",44595,6644,"Census Tract 79, Multnomah County, OR","14000US41051007900"
2015,"2015",0,"Total",47090,9700,"Census Tract 80.01, Multnomah County, OR","14000US41051008001"
2015,"2015",0,"Total",56897,7991,"Census Tract 80.02, Multnomah County, OR","14000US41051008002"
2015,"2015",0,"Total",32385,10454,"Census Tract 81, Multnomah County, OR","14000US41051008100"
2015,"2015",0,"Total",35134,7064.999999999999,"Census Tract 82.01, Multnomah County, OR","14000US41051008201"
2015,"2015",0,"Total",36481,7320,"Census Tract 82.02, Multnomah County, OR","14000US41051008202"
2015,"2015",0,"Total",28656,5322,"Census Tract 83.01, Multnomah County, OR","14000US41051008301"
2015,"2015",0,"Total",33658,3884.9999999999995,"Census Tract 83.02, Multnomah County, OR","14000US41051008302"
2015,"2015",0,"Total",33889,7087.000000000001,"Census Tract 84, Multnomah County, OR","14000US41051008400"
