OBJECTID,TRACT,GEOID,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,H0010001,H0010002,H0010003,ALAND,AWATER,STUSAB,SUMLEV,GEOCODE,STATE,NAME,POP100,HU100,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020003,P0020004,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030002,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040003,P0040004,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010,SHAPEAREA,SHAPELEN
65,003801,11001003801,1800,1592,1191,217,1,117,0,66,252,1146,208,0,113,0,4,1642,1125,184,1,107,0,60,211,1088,177,0,103,0,4,1211,1134,77,148928,0,DC,140,11001003801,11,Census Tract 38.01,1800,1211,208,192,16,2,33,3,111,4,5,0,12,1,0,2,0,2,1,13,0,4,0,2,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1548,1471,77,71,14,1,31,2,8,4,5,0,3,1,0,0,0,2,0,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,165,152,12,1,23,1,94,4,3,0,10,1,0,1,0,2,0,10,0,2,0,2,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,1431,1372,59,54,12,1,22,0,6,4,3,0,3,1,0,0,0,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,003802,11001003802,3911,3482,2103,658,40,296,0,385,816,1979,640,4,295,0,10,3546,2002,574,30,271,0,304,666,1900,566,4,270,0,10,2378,2201,177,207186,0,DC,140,11001003802,11,Census Tract 38.02,3911,2378,429,406,34,20,58,0,227,7,14,0,29,0,0,12,1,2,2,23,7,3,0,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3911,3095,2928,167,156,31,10,58,0,23,7,14,0,10,0,0,0,1,2,0,11,5,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181,365,347,30,20,34,0,205,6,10,0,25,0,0,12,1,2,2,18,6,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,2880,2750,130,123,27,10,34,0,23,6,10,0,10,0,0,0,1,2,0,7,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,57,0,0,57,0,0
67,003901,11001003901,2598,2316,1646,340,6,186,2,136,373,1564,329,3,183,2,17,2428,1591,298,6,179,2,115,329,1511,288,3,176,2,14,1769,1599,170,120715,0,DC,140,11001003901,11,Census Tract 39.01,2598,1769,282,254,23,11,50,4,142,5,10,0,7,0,0,0,0,2,0,22,4,1,0,0,2,0,4,0,9,0,0,0,2,0,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598,2225,2098,127,116,23,9,48,4,17,3,8,0,4,0,0,0,0,0,0,9,4,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191,237,218,17,7,43,4,128,5,8,0,4,0,0,0,0,2,0,13,4,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428,2099,1994,105,98,17,5,42,4,17,3,6,0,4,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,34,0,0,34,0,0
68,003902,11001003902,2022,1806,1445,161,10,117,1,72,226,1400,155,5,114,1,2,1849,1348,146,7,107,1,67,203,1307,141,3,105,1,2,1379,1266,113,266513,11205,DC,140,11001003902,11,Census Tract 39.02,2022,1379,216,199,28,13,51,1,98,0,0,0,4,1,0,0,1,2,0,14,3,1,1,3,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1796,1677,119,106,28,8,50,1,16,0,0,0,2,1,0,0,0,0,0,12,2,1,1,3,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,173,162,20,9,38,1,90,0,0,0,3,1,0,0,0,0,0,10,2,1,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1849,1646,1559,87,79,20,4,37,1,14,0,0,0,2,1,0,0,0,0,0,8,1,1,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,004001,11001004001,3941,3518,3049,137,12,206,5,109,425,2962,124,7,206,5,12,3596,2830,130,8,194,5,97,359,2753,118,5,194,5,11,2494,2285,209,271037,2414,DC,140,11001004001,11,Census Tract 40.01,3941,2494,423,383,42,19,72,4,207,0,7,1,11,3,0,5,3,9,0,38,7,2,1,8,0,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3941,3516,3316,200,189,38,16,70,4,39,0,5,1,5,3,0,0,3,5,0,11,3,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,332,301,26,17,48,3,171,0,5,1,11,3,0,4,3,9,0,29,6,1,1,5,0,0,10,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3596,3237,3086,151,145,25,14,48,3,33,0,5,1,5,3,0,0,3,5,0,6,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,004002,11001004002,3291,2966,2455,190,7,199,2,113,319,2374,188,5,195,2,31,3095,2334,185,5,190,2,95,287,2260,183,3,186,2,25,2251,2022,229,194755,0,DC,140,11001004002,11,Census Tract 40.02,3291,2251,325,318,30,22,79,0,164,1,6,0,14,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3291,2972,2795,177,174,30,20,79,0,32,1,6,0,5,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811,284,279,22,22,65,0,152,0,6,0,10,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095,2808,2659,149,147,22,20,65,0,32,0,6,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,14,0,0
71,004100,11001004100,2836,2586,2105,120,3,282,2,74,249,2050,120,0,281,2,18,2606,1976,107,0,255,2,61,215,1924,107,0,254,2,13,1757,1547,210,788701,7303,DC,140,11001004100,11,Census Tract 41,2836,1757,250,238,24,15,36,4,152,2,0,0,0,0,0,4,0,1,0,11,2,4,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2836,2587,2471,116,110,24,15,36,4,28,2,0,0,0,0,0,0,0,1,0,6,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,205,195,18,10,28,4,128,2,0,0,0,0,0,4,0,1,0,9,0,4,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606,2391,2300,91,86,18,10,28,4,23,2,0,0,0,0,0,0,0,1,0,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,0,27,0,0
72,004201,11001004201,3548,3202,2677,195,5,262,0,63,334,2597,194,3,259,0,9,3398,2573,186,5,252,0,63,314,2495,185,3,249,0,9,2367,2166,201,204529,0,DC,140,11001004201,11,Census Tract 42.01,3548,2367,346,317,24,18,62,3,185,2,2,1,10,1,1,4,0,4,0,26,2,0,0,4,2,0,15,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3548,3214,3062,152,146,24,18,62,3,27,1,2,1,1,1,1,2,0,3,0,5,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3079,319,295,20,18,59,3,176,1,1,1,7,1,1,4,0,3,0,21,2,0,0,2,1,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3398,3084,2941,143,137,20,18,59,3,27,0,1,1,1,1,1,2,0,3,0,5,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,004202,11001004202,2850,2579,2145,113,5,244,1,71,279,2070,110,2,242,1,14,2736,2074,113,5,228,1,69,266,2008,110,2,226,1,12,2060,1822,238,207646,0,DC,140,11001004202,11,Census Tract 42.02,2850,2060,271,252,22,17,51,0,149,0,6,0,6,0,0,1,0,0,0,17,2,7,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,2571,2439,132,122,22,16,46,0,32,0,6,0,0,0,0,0,0,0,0,9,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490,246,234,19,17,43,0,142,0,6,0,6,0,0,1,0,0,0,10,2,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736,2470,2359,111,108,19,16,38,0,29,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,79,76,0,3,0,0
74,004300,11001004300,4436,4078,2748,834,16,270,7,203,484,2660,824,13,266,4,12,4151,2634,744,16,253,4,177,441,2549,735,13,250,1,12,3030,2831,199,236694,0,DC,140,11001004300,11,Census Tract 43,4436,3030,358,329,36,16,68,0,170,5,6,1,14,1,0,5,4,3,0,23,9,2,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4436,3952,3779,173,162,35,12,68,0,26,5,6,1,5,0,0,0,4,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,323,299,30,16,57,0,163,2,6,1,11,1,0,5,4,3,0,18,8,2,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4151,3710,3560,150,140,29,12,57,0,24,2,6,1,5,0,0,0,4,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0
75,004401,11001004401,3430,3118,2309,358,15,344,3,89,308,2242,345,2,342,3,26,3236,2209,332,15,326,3,81,281,2147,322,2,324,3,22,2302,1994,308,246895,0,DC,140,11001004401,11,Census Tract 44.01,3430,2302,312,290,21,7,73,5,162,5,10,0,6,0,0,0,0,1,0,22,9,1,0,4,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,3122,2960,162,151,21,6,72,2,34,2,10,0,3,0,0,0,0,1,0,11,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966,270,254,16,7,55,4,151,4,10,0,6,0,0,0,0,1,0,16,7,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236,2955,2820,135,125,16,6,54,2,31,2,10,0,3,0,0,0,0,1,0,10,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,0,0,26,0,0
76,004402,11001004402,2755,2458,1719,488,2,174,0,75,262,1671,482,0,172,0,7,2485,1596,405,0,162,0,68,232,1556,405,0,161,0,3,1629,1474,155,274746,0,DC,140,11001004402,11,Census Tract 44.02,2755,1629,297,274,32,20,57,0,148,0,7,0,8,0,0,0,0,0,2,22,4,2,1,7,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2755,2493,2332,161,147,28,19,57,0,31,0,7,0,5,0,0,0,0,0,0,13,4,2,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231,254,241,22,16,48,0,138,0,7,0,8,0,0,0,0,0,2,13,2,1,1,1,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485,2253,2125,128,122,22,15,48,0,25,0,7,0,5,0,0,0,0,0,0,6,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,8,0,0
77,004600,11001004600,3543,3283,1462,1530,7,177,3,104,271,1398,1512,6,175,3,24,3101,1362,1268,5,167,3,97,226,1309,1250,5,165,3,19,1844,1610,234,437422,0,DC,140,11001004600,11,Census Tract 46,3543,1844,260,241,38,10,52,3,89,13,15,0,20,0,0,1,0,0,0,18,7,0,0,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543,3272,3118,154,141,32,10,52,1,12,13,14,0,7,0,0,0,0,0,0,13,7,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902,199,183,24,9,42,3,74,9,7,0,14,0,0,1,0,0,0,16,7,0,0,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3101,2875,2751,124,111,24,9,42,1,12,9,7,0,7,0,0,0,0,0,0,13,7,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,83,0,0,83,0,0
78,004702,11001004702,3934,3563,2269,777,8,423,8,78,343,2183,769,5,414,8,18,3715,2247,623,7,419,8,76,332,2161,617,4,410,8,16,2762,2508,254,326418,0,DC,140,11001004702,11,Census Tract 47.02,3934,2762,371,352,30,23,71,1,178,18,8,1,20,2,0,0,0,0,0,17,2,1,1,1,1,0,6,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3934,3591,3397,194,184,30,15,71,1,29,15,8,1,12,2,0,0,0,0,0,9,0,1,1,1,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3380,335,320,29,14,62,1,176,9,8,1,18,2,0,0,0,0,0,13,0,0,1,1,0,0,6,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3715,3383,3216,167,159,29,8,62,1,29,7,8,1,12,2,0,0,0,0,0,7,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,82,1,0,0,1,0,81,0,0,81,0,0
79,004703,11001004703,3331,3025,1641,803,6,482,3,90,358,1541,793,1,478,2,12,3067,1604,646,4,450,2,80,328,1508,640,1,447,2,9,2356,2079,277,124124,0,DC,140,11001004703,11,Census Tract 47.03,3331,2356,306,266,24,5,55,0,150,9,6,0,9,3,0,4,0,1,0,31,6,2,0,7,0,0,9,1,1,0,2,0,2,0,1,0,0,0,0,0,7,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,3331,2973,2827,146,125,24,3,53,0,21,9,6,0,7,2,0,0,0,0,0,13,6,1,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,7,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2786,281,250,22,5,49,0,146,9,5,0,8,3,0,3,0,0,0,23,5,0,0,7,0,0,7,0,1,0,2,0,0,0,1,0,0,0,0,0,7,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3067,2739,2607,132,116,22,3,47,0,21,9,5,0,7,2,0,0,0,0,0,9,5,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,004704,11001004704,1945,1871,91,1710,7,51,0,12,60,84,1702,3,50,0,2,1339,88,1132,6,47,0,10,50,81,1127,3,46,0,2,881,832,49,198509,0,DC,140,11001004704,11,Census Tract 47.04,1945,881,74,58,16,1,3,0,8,11,2,2,13,1,0,1,0,0,0,10,1,1,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,1885,1841,44,40,14,1,3,0,0,11,2,2,6,1,0,0,0,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,56,43,9,1,0,0,8,11,2,2,8,1,0,1,0,0,0,8,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,1289,1259,30,28,7,1,0,0,0,11,2,2,4,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,18,0,0
81,004801,11001004801,2820,2576,1555,759,7,169,2,84,226,1514,756,1,166,1,18,2585,1446,683,7,169,2,78,200,1409,680,1,166,1,18,1636,1436,200,317222,0,DC,140,11001004801,11,Census Tract 48.01,2820,1636,244,221,22,11,72,1,93,5,1,1,9,0,0,0,1,5,0,15,0,3,0,0,2,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,7,3,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2820,2594,2456,138,125,21,8,67,1,14,4,1,1,3,0,0,0,0,5,0,6,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2385,200,184,20,11,56,1,82,2,1,1,9,0,0,0,1,0,0,11,0,3,0,0,2,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2585,2385,2275,110,100,20,8,53,1,12,1,1,1,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,112,0,0,0,0,0,112,0,0,112,0,0
82,004802,11001004802,3634,3410,1265,1550,17,407,0,171,342,1214,1524,7,406,0,19,3180,1217,1251,14,347,0,146,298,1168,1238,7,347,0,13,2070,1860,210,288793,0,DC,140,11001004802,11,Census Tract 48.02,3634,2070,224,207,30,6,49,0,95,13,6,0,7,0,0,0,1,0,0,16,4,5,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3634,3292,3170,122,111,28,6,47,0,9,11,6,0,3,0,0,0,1,0,0,11,4,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975,205,188,27,6,44,0,90,13,0,0,7,0,0,0,1,0,0,16,4,5,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180,2882,2773,109,98,25,6,43,0,9,11,0,0,3,0,0,0,1,0,0,11,4,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,61,0,0,61,0,0
