,area,city code,use internet at home,household id,household size,employment,education, hispanic,race,internet service provider,high-speed service,satellite,dial-up,other internet service,mobile data plan internet,dont need internet,cant afford internet,internet not available in area,no device for internet,no internet for other reason,internet comm with doctor,research health info online,electronic health monitoring,access health records online,would buy internet if lower price,use internet for online classes,state,county
575,44100,0,1,772480793851001,2,5,39,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
576,37900,0,1,661772006210441,3,1,39,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,179
577,37900,0,1,661772006210441,3,6,39,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,179
578,37900,0,1,661772006210441,3,1,39,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,179
579,0,0,1,361076004610304,2,5,41,2,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,2,1,2,2,-1,-1,17,0
580,0,0,1,361076004610304,2,5,39,2,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,2,1,2,2,-1,2,17,0
581,16980,0,1,005105755710942,3,1,44,1,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,2,-1,2,17,0
582,16980,0,1,005105755710942,3,-1,-1,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,2,-1,-1,17,0
583,16980,0,1,005105755710942,3,-1,-1,1,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,2,-1,-1,17,0
584,16980,0,1,010710505257495,3,1,44,2,1,3,2,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
585,16980,0,1,010710505257495,3,7,39,2,1,3,2,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
586,16060,0,1,118851070045513,2,5,40,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
587,16060,0,1,118851070045513,2,1,39,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,2,17,0
588,40420,0,1,099077717102591,2,1,40,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,2,17,0
589,40420,0,1,099077717102591,2,1,39,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
590,40420,0,2,641971001310592,2,1,42,2,1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,1,-1,17,0
591,40420,0,2,641971001310592,2,1,42,2,1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,1,-1,17,0
592,0,0,2,010710315983113,2,2,40,2,1,-1,-1,-1,-1,-1,1,1,2,2,2,2,1,1,2,1,2,1,17,0
593,0,0,2,010710315983113,2,2,40,2,1,-1,-1,-1,-1,-1,1,1,2,2,2,2,1,1,2,1,2,-1,17,0
594,0,0,1,105380113013791,2,6,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
595,0,0,1,105380113013791,2,1,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
596,0,0,2,010710305457734,1,5,35,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
597,0,0,1,571647130305500,2,5,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,1,1,-1,1,17,0
598,0,0,1,571647130305500,2,5,41,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,1,1,-1,-1,17,0
599,0,0,1,108390116057706,2,5,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
600,0,0,1,108390116057706,2,5,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,2,17,0
601,0,0,1,773540572251001,2,5,41,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,2,17,0
602,0,0,1,773540572251001,2,1,39,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
603,16580,0,1,371600120308600,4,5,45,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
604,16580,0,1,371600120308600,4,1,39,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
605,16580,0,1,371600120308600,4,1,41,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
606,16580,0,1,081077003110864,1,5,39,2,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
607,16580,0,2,178611070008043,1,5,39,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
608,16580,0,2,210009551249527,4,1,43,1,1,-1,-1,-1,-1,-1,1,1,1,2,2,2,1,1,1,1,1,-1,17,0
609,16580,0,2,210009551249527,4,1,40,1,1,-1,-1,-1,-1,-1,1,1,1,2,2,2,1,1,1,1,1,2,17,0
610,16580,0,2,210009551249527,4,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,2,2,2,1,1,1,1,1,-1,17,0
611,16580,0,1,571599150402202,2,1,40,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
612,16580,0,1,571599150402202,2,1,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
613,16580,0,1,010710452955922,2,5,39,2,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
614,16580,0,1,010710452955922,2,5,39,2,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
615,41180,0,2,078047880100861,1,5,39,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
616,41180,0,1,172471070060102,4,1,44,2,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
617,41180,0,1,172471070060102,4,1,39,2,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
618,41180,0,1,172471070060102,4,-1,-1,2,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
619,41180,0,1,172471070060102,4,-1,-1,2,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
620,41180,0,1,617020701420107,4,1,44,2,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,1,17,0
621,41180,0,1,617020701420107,4,1,43,2,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
622,41180,0,1,617020701420107,4,-1,-1,2,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
623,41180,0,1,617020701420107,4,-1,-1,2,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
624,41180,0,1,042027607100711,3,1,42,2,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
625,41180,0,1,042027607100711,3,1,42,2,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,1,1,2,1,-1,1,17,0
626,41180,0,1,042027607100711,3,-1,-1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
627,0,0,1,091774009910772,2,5,46,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
628,0,0,1,091774009910772,2,5,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
629,0,0,1,010710205849089,2,1,39,2,1,1,2,1,2,2,1,-1,-1,-1,-1,-1,2,1,2,2,-1,2,17,0
630,0,0,1,010710205849089,2,1,39,2,1,1,2,1,2,2,1,-1,-1,-1,-1,-1,2,1,2,2,-1,-1,17,0
631,0,0,1,010710377656237,3,5,39,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
632,0,0,1,010710377656237,3,5,37,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
633,0,0,1,010710377656237,3,1,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,1,17,0
634,0,0,1,707105673710326,1,1,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,2,1,-1,2,17,0
635,0,0,1,107350716027763,1,4,43,2,1,1,2,2,2,1,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
636,0,0,1,110003551039067,5,1,42,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,1,17,0
637,0,0,1,110003551039067,5,1,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
638,0,0,1,110003551039067,5,-1,-1,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
639,0,0,1,110003551039067,5,-1,-1,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
640,0,0,1,110003551039067,5,-1,-1,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
641,0,0,1,773120402291001,2,1,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,1,17,0
642,0,0,1,773120402291001,2,-1,-1,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
643,16980,0,2,137887701855108,1,5,39,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
644,16980,0,1,179051070566677,4,5,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
645,16980,0,1,179051070566677,4,5,40,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
646,16980,0,1,179051070566677,4,4,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
647,16980,0,1,179051070566677,4,7,40,1,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
648,16980,1,1,857457301335104,4,1,43,2,4,1,1,2,2,2,2,-1,-1,-1,-1,-1,1,1,2,1,-1,1,17,0
649,16980,1,1,857457301335104,4,1,43,2,4,1,1,2,2,2,2,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
650,16980,1,1,857457301335104,4,-1,-1,2,4,1,1,2,2,2,2,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
651,16980,1,1,808153578710288,1,1,43,2,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
652,16980,1,1,157860719050767,4,5,43,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
653,16980,1,1,157860719050767,4,5,34,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
654,16980,1,1,157860719050767,4,-1,-1,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
655,16980,1,1,157860719050767,4,7,35,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
656,16980,1,1,531073055410439,4,1,46,2,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
657,16980,1,1,531073055410439,4,1,46,2,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
658,16980,1,1,531073055410439,4,7,40,2,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
659,16980,1,1,531073055410439,4,7,38,2,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
660,16980,1,1,535037044109351,3,1,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,1,17,0
661,16980,1,1,535037044109351,3,1,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
662,16980,1,1,535037044109351,3,7,36,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
663,16980,0,1,107153559710298,4,1,40,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,1,17,0
664,16980,0,1,107153559710298,4,-1,-1,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
665,16980,0,1,107153559710298,4,-1,-1,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
666,16980,0,1,107153559710298,4,1,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
667,16980,1,2,710608351309157,4,1,35,1,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,1,-1,17,0
668,16980,1,2,710608351309157,4,1,42,1,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,1,-1,17,0
669,16980,1,2,710608351309157,4,1,40,1,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,1,-1,17,0
670,16980,1,2,710608351309157,4,7,38,1,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,1,-1,17,0
671,16980,0,1,571486130006468,5,1,39,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
672,16980,0,1,571486130006468,5,4,41,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
673,16980,0,1,571486130006468,5,1,40,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
674,16980,0,1,571486130006468,5,4,42,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
675,16980,0,1,571486130006468,5,1,37,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
676,16980,1,2,167671701096105,2,1,33,1,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
677,16980,1,2,167671701096105,2,1,35,1,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
678,16980,1,1,610600911419037,3,1,44,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
679,16980,1,1,610600911419037,3,1,44,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
680,16980,1,1,610600911419037,3,-1,-1,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
681,16980,1,2,637881701856108,3,1,38,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
682,16980,1,2,637881701856108,3,7,39,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
683,16980,1,2,637881701856108,3,7,37,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
684,16980,1,1,688057688101731,2,1,42,2,4,1,1,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
685,16980,1,1,688057688101731,2,6,39,2,4,1,1,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
686,16980,1,1,643057886101841,1,1,42,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,1,17,0
687,16980,0,1,010716139832193,4,1,39,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
688,16980,0,1,010716139832193,4,1,39,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
689,16980,0,1,010716139832193,4,-1,-1,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
690,16980,0,1,010716139832193,4,-1,-1,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
691,16980,0,1,163250513043744,2,1,44,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,2,-1,-1,17,0
692,16980,0,1,163250513043744,2,7,43,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,2,-1,2,17,0
693,16980,0,1,371544150204363,1,1,44,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
694,16980,1,1,810608351728877,1,6,42,2,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
695,16980,1,1,808163572710788,6,1,43,2,1,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
696,16980,1,1,808163572710788,6,7,43,2,3,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
697,16980,1,1,808163572710788,6,7,37,2,8,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
698,16980,1,1,808163572710788,6,-1,-1,2,8,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
699,16980,1,1,808163572710788,6,-1,-1,2,8,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
700,16980,1,1,808163572710788,6,-1,-1,2,8,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
701,16980,1,2,167230815088787,1,5,44,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,1,-1,17,0
702,16980,1,2,643057086103841,1,1,44,2,1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,2,1,17,0
703,16980,1,1,703380644581601,4,1,44,2,4,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
704,16980,1,1,703380644581601,4,1,46,2,4,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
705,16980,1,1,703380644581601,4,1,40,2,4,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
706,16980,1,1,703380644581601,4,1,34,2,4,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
707,16980,1,1,451078063610843,4,1,39,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
708,16980,1,1,451078063610843,4,-1,-1,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
709,16980,1,1,451078063610843,4,-1,-1,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
710,16980,1,1,451078063610843,4,-1,-1,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
711,16980,0,1,603161933710237,4,1,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
712,16980,0,1,603161933710237,4,7,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
713,16980,0,1,603161933710237,4,-1,-1,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
714,16980,0,1,603161933710237,4,7,40,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
715,16980,0,1,310607191233637,4,1,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,2,1,-1,-1,17,0
716,16980,0,1,310607191233637,4,1,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,2,1,-1,2,17,0
717,16980,0,1,310607191233637,4,-1,-1,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,2,1,-1,-1,17,0
718,16980,0,1,310607191233637,4,-1,-1,2,4,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,2,1,-1,-1,17,0
719,16980,1,1,192311070628343,2,5,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
720,16980,1,1,192311070628343,2,5,40,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
721,16980,1,1,163450513043746,3,1,39,1,1,5,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
722,16980,1,1,163450513043746,3,1,39,1,1,5,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
723,16980,1,1,163450513043746,3,1,39,1,1,5,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
724,16980,1,1,808163575710088,1,1,40,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
725,16980,1,2,403167435710172,4,4,44,2,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
726,16980,1,2,403167435710172,4,1,39,2,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
727,16980,1,2,403167435710172,4,-1,-1,2,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
728,16980,1,2,403167435710172,4,-1,-1,2,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
729,16980,1,1,010716503091986,4,1,45,2,1,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
730,16980,1,1,010716503091986,4,1,45,2,1,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
731,16980,1,1,010716503091986,4,7,36,2,1,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
732,16980,1,1,010716503091986,4,-1,-1,2,1,2,2,2,2,1,2,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
733,16980,1,1,726870838581601,1,6,40,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,2,2,-1,2,17,0
734,16980,1,2,451478063610846,1,1,43,2,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
735,16980,0,1,165730115097782,1,5,42,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
736,16980,0,1,643057586107841,1,5,41,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,2,-1,2,17,0
737,16980,1,1,351375061910878,1,1,43,2,1,3,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,2,1,-1,1,17,0
738,16980,1,1,710608351499157,1,1,39,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
739,16980,1,1,707097265100761,3,1,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
740,16980,1,1,707097265100761,3,5,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,2,17,0
741,16980,1,1,707097265100761,3,1,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,-1,-1,17,0
742,16980,1,1,457450301337104,2,5,39,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,17,0
743,16980,1,1,457450301337104,2,1,40,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
744,16980,1,2,010706691415777,2,6,39,2,2,-1,-1,-1,-1,-1,-1,2,2,2,2,1,-1,-1,-1,-1,2,-1,17,0
745,16980,1,2,010706691415777,2,1,39,2,2,-1,-1,-1,-1,-1,-1,2,2,2,2,1,-1,-1,-1,-1,2,-1,17,0
746,16980,0,1,704067507101881,1,5,40,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,2,2,-1,2,17,0
747,16980,1,2,155791070788311,4,1,39,2,2,-1,-1,-1,-1,-1,-1,2,2,2,1,2,-1,-1,-1,-1,2,-1,17,0
748,16980,1,2,155791070788311,4,7,42,2,2,-1,-1,-1,-1,-1,-1,2,2,2,1,2,-1,-1,-1,-1,2,-1,17,0
749,16980,1,2,155791070788311,4,-1,-1,2,2,-1,-1,-1,-1,-1,-1,2,2,2,1,2,-1,-1,-1,-1,2,-1,17,0
750,16980,1,2,155791070788311,4,-1,-1,2,2,-1,-1,-1,-1,-1,-1,2,2,2,1,2,-1,-1,-1,-1,2,-1,17,0
751,16980,1,2,037882701857108,1,5,43,2,1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
752,16980,0,1,724870838581701,1,5,43,2,1,3,1,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
753,16980,0,1,971173160406373,1,5,43,2,1,1,2,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,2,-1,2,17,0
754,16980,1,1,351275071910875,1,5,39,2,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,2,1,2,2,-1,2,17,0
755,16980,1,1,741473074710235,9,6,38,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,17,0
756,16980,1,1,741473074710235,9,1,40,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,17,0
757,16980,1,1,741473074710235,9,1,40,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,17,0
758,16980,1,1,741473074710235,9,7,40,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,1,1,-1,2,17,0
759,16980,1,1,741473074710235,9,-1,-1,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,17,0
760,16980,1,1,741473074710235,9,-1,-1,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,17,0
761,16980,1,1,741473074710235,9,-1,-1,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,17,0
762,16980,0,2,808153575710888,2,5,35,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
763,16980,0,2,808153575710888,2,5,35,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,2,-1,17,0
764,16980,0,1,158680416070706,3,1,44,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,17,0
765,16980,0,1,158680416070706,3,7,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,1,1,-1,2,17,0
766,16980,0,1,158680416070706,3,1,43,2,1,1,1,2,2,2,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,17,0
767,16980,0,1,159730312013784,4,5,39,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
768,16980,0,1,159730312013784,4,5,39,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
769,16980,0,1,159730312013784,4,1,39,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,17,0
770,16980,0,1,159730312013784,4,5,37,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,2,1,2,1,-1,2,17,0
