,DP02_0001E,DP02_0152E,DP02_0152PE,DP02_0153E,DP02_0153PE,DP03_0062E,DP03_0062PE,DP03_0119E,DP03_0119PE,DP05_0001E,DP05_0071E,DP05_0071PE,DP05_0078E,DP05_0078PE,state,county,tract
940,1333,999,74.9,614,46.1,19467,-888888888,-888888888,22.1,3192,11,0.3,3168,99.2,17,031,710700
941,761,628,82.5,517,67.9,32064,-888888888,-888888888,30.0,1972,140,7.1,1812,91.9,17,031,710900
942,814,669,82.2,496,60.9,43500,-888888888,-888888888,17.8,2572,91,3.5,2447,95.1,17,031,711400
943,1335,1272,95.3,1200,89.9,115536,-888888888,-888888888,6.3,3929,359,9.1,1165,29.7,17,031,720300
944,400,309,77.3,247,61.8,47969,-888888888,-888888888,12.1,1103,0,0.0,1080,97.9,17,031,730300
945,1149,1029,89.6,967,84.2,93217,-888888888,-888888888,9.0,3136,411,13.1,0,0.0,17,031,740100
946,1179,1044,88.5,965,81.8,73510,-888888888,-888888888,0.0,3233,1291,39.9,890,27.5,17,031,828802
947,1308,1297,99.2,1240,94.8,141983,-888888888,-888888888,0.0,2791,318,11.4,61,2.2,17,031,241500
948,1113,1048,94.2,977,87.8,83598,-888888888,-888888888,10.8,2248,384,17.1,42,1.9,17,031,060200
949,1113,1103,99.1,1062,95.4,110739,-888888888,-888888888,4.0,2202,267,12.1,33,1.5,17,031,061000
950,737,640,86.8,615,83.4,133897,-888888888,-888888888,0.0,1571,81,5.2,75,4.8,17,031,062400
951,2045,2012,98.4,1875,91.7,91723,-888888888,-888888888,1.9,4216,362,8.6,166,3.9,17,031,070200
952,1700,1691,99.5,1681,98.9,145855,-888888888,-888888888,1.8,3634,184,5.1,31,0.9,17,031,070300
953,2933,2736,93.3,2435,83.0,50882,-888888888,-888888888,16.6,6395,1536,24.0,1139,17.8,17,031,010600
954,1675,1470,87.8,1343,80.2,65917,-888888888,-888888888,10.6,4258,887,20.8,980,23.0,17,031,020400
955,1998,1816,90.9,1718,86.0,82902,-888888888,-888888888,5.8,3907,602,15.4,187,4.8,17,031,031000
956,1081,1047,96.9,1027,95.0,88125,-888888888,-888888888,9.4,2953,329,11.1,68,2.3,17,031,040300
957,1071,1055,98.5,972,90.8,116595,-888888888,-888888888,3.5,2160,117,5.4,8,0.4,17,031,050600
958,738,535,72.5,451,61.1,38571,-888888888,-888888888,8.5,1197,154,12.9,34,2.8,17,031,060500
959,4701,4542,96.6,4283,91.1,63610,-888888888,-888888888,0.0,7292,1070,14.7,625,8.6,17,031,060900
960,1505,1148,76.3,1046,69.5,50046,-888888888,-888888888,12.5,5525,5015,90.8,169,3.1,17,031,191301
961,1414,1159,82.0,949,67.1,54688,-888888888,-888888888,8.3,5123,4015,78.4,156,3.0,17,031,190602
962,779,706,90.6,485,62.3,42270,-888888888,-888888888,15.5,2735,2279,83.3,29,1.1,17,031,190701
963,1471,1300,88.4,1125,76.5,41083,-888888888,-888888888,26.0,5056,4575,90.5,118,2.3,17,031,190702
964,1378,1237,89.8,1107,80.3,45962,-888888888,-888888888,8.3,5046,4487,88.9,65,1.3,17,031,191302
965,1009,886,87.8,816,80.9,45074,-888888888,-888888888,16.6,3697,3182,86.1,117,3.2,17,031,200401
966,1162,1015,87.3,829,71.3,51719,-888888888,-888888888,18.2,4477,3741,83.6,187,4.2,17,031,200402
967,1220,1149,94.2,914,74.9,50519,-888888888,-888888888,19.3,3033,1723,56.8,168,5.5,17,031,210501
968,1468,1287,87.7,1169,79.6,56025,-888888888,-888888888,23.9,4470,2919,65.3,160,3.6,17,031,210502
969,983,941,95.7,863,87.8,75461,-888888888,-888888888,6.1,2841,1647,58.0,3,0.1,17,031,210601
970,1542,1352,87.7,1238,80.3,74167,-888888888,-888888888,9.4,4092,2387,58.3,9,0.2,17,031,210602
971,714,633,88.7,576,80.7,77619,-888888888,-888888888,11.5,1612,556,34.5,31,1.9,17,031,220601
972,2464,2077,84.3,1998,81.1,52163,-888888888,-888888888,14.6,4916,1766,35.9,202,4.1,17,031,220602
973,1063,947,89.1,912,85.8,70568,-888888888,-888888888,9.5,3213,2180,67.8,117,3.6,17,031,220701
974,1406,1183,84.1,1031,73.3,64392,-888888888,-888888888,18.0,3902,2554,65.5,139,3.6,17,031,220702
975,1014,774,76.3,713,70.3,48438,-888888888,-888888888,20.5,2998,2075,69.2,225,7.5,17,031,220901
976,959,754,78.6,719,75.0,57150,-888888888,-888888888,13.5,2808,2215,78.9,17,0.6,17,031,220902
977,652,393,60.3,282,43.3,17000,-888888888,-888888888,33.5,1270,11,0.9,1239,97.6,17,031,252101
978,2188,1721,78.7,1370,62.6,38500,-888888888,-888888888,19.5,6864,482,7.0,6247,91.0,17,031,252102
979,953,687,72.1,585,61.4,32831,-888888888,-888888888,16.5,2646,86,3.3,2405,90.9,17,031,252201
980,1482,1163,78.5,994,67.1,28105,-888888888,-888888888,35.0,4127,109,2.6,3890,94.3,17,031,252202
981,3105,2833,91.2,2653,85.4,70237,-888888888,-888888888,3.4,4964,472,9.5,356,7.2,17,031,031400
982,2690,2595,96.5,2514,93.5,116667,-888888888,-888888888,2.1,6982,345,4.9,37,0.5,17,031,804106
983,2356,2198,93.3,1964,83.4,51684,-888888888,-888888888,6.1,5501,898,16.3,364,6.6,17,031,806001
984,1506,1394,92.6,1356,90.0,74063,-888888888,-888888888,4.5,4529,1437,31.7,95,2.1,17,031,806502
985,1185,1110,93.7,1017,85.8,99464,-888888888,-888888888,5.9,3792,814,21.5,1027,27.1,17,031,809700
986,1399,1236,88.3,1112,79.5,56964,-888888888,-888888888,2.0,3801,1543,40.6,107,2.8,17,031,810702
987,2119,2002,94.5,1975,93.2,121503,-888888888,-888888888,1.2,5129,250,4.9,167,3.3,17,031,812000
988,1243,1208,97.2,1154,92.8,216375,-888888888,-888888888,2.0,3790,221,5.8,449,11.8,17,031,812200
989,1070,1070,100.0,1046,97.8,206184,-888888888,-888888888,0.0,3188,106,3.3,169,5.3,17,031,812400
990,1474,1351,91.7,1226,83.2,64842,-888888888,-888888888,2.1,5742,4950,86.2,109,1.9,17,031,814500
991,1268,1186,93.5,1099,86.7,128444,-888888888,-888888888,3.4,3595,612,17.0,7,0.2,17,031,815701
992,837,725,86.6,651,77.8,48506,-888888888,-888888888,13.2,2809,2085,74.2,238,8.5,17,031,816700
993,2087,1848,88.5,1588,76.1,39266,-888888888,-888888888,22.6,5888,430,7.3,5037,85.5,17,031,826600
994,1664,1373,82.5,1251,75.2,47602,-888888888,-888888888,20.5,5175,2135,41.3,2450,47.3,17,031,826800
995,546,425,77.8,325,59.5,29211,-888888888,-888888888,36.9,1625,222,13.7,1377,84.7,17,031,826902
996,1148,1087,94.7,993,86.5,48864,-888888888,-888888888,27.2,4033,682,16.9,3182,78.9,17,031,510200
997,714,571,80.0,531,74.4,44934,-888888888,-888888888,4.9,2654,2069,78.0,41,1.5,17,031,570500
998,1097,905,82.5,820,74.7,37670,-888888888,-888888888,16.1,3144,1056,33.6,39,1.2,17,031,600600
999,778,571,73.4,525,67.5,27800,-888888888,-888888888,33.0,2340,1726,73.8,374,16.0,17,031,611200
1000,556,453,81.5,415,74.6,51944,-888888888,-888888888,3.6,1737,1344,77.4,42,2.4,17,031,640800
1001,471,373,79.2,282,59.9,33438,-888888888,-888888888,34.2,1290,85,6.6,1088,84.3,17,031,670900
1002,1070,913,85.3,722,67.5,43676,-888888888,-888888888,17.2,2452,247,10.1,2155,87.9,17,031,691300
1003,1242,982,79.1,855,68.8,24167,-888888888,-888888888,48.5,2682,28,1.0,2521,94.0,17,031,430700
1004,347,272,78.4,236,68.0,56607,-888888888,-888888888,0.0,742,0,0.0,742,100.0,17,031,490400
1005,2617,2572,98.3,2329,89.0,94764,-888888888,-888888888,3.7,6849,555,8.1,193,2.8,17,031,824106
1006,1080,1070,99.1,982,90.9,68294,-888888888,-888888888,1.8,3030,308,10.2,490,16.2,17,031,806802
1007,2652,2519,95.0,2350,88.6,60031,-888888888,-888888888,1.7,5273,507,9.6,152,2.9,17,031,809400
1008,1712,1444,84.3,1307,76.3,32679,-888888888,-888888888,31.5,5837,5165,88.5,110,1.9,17,031,610300
1009,670,551,82.2,526,78.5,40870,-888888888,-888888888,11.7,2246,670,29.8,1529,68.1,17,031,611800
1010,799,673,84.2,495,62.0,19915,-888888888,-888888888,38.9,2472,158,6.4,2265,91.6,17,031,681200
1011,1110,944,85.0,710,64.0,43855,-888888888,-888888888,27.4,3301,0,0.0,3009,91.2,17,031,711000
1012,742,725,97.7,718,96.8,238182,-888888888,-888888888,3.9,2351,54,2.3,0,0.0,17,031,800600
1013,2463,2303,93.5,2210,89.7,76556,-888888888,-888888888,3.5,7041,2588,36.8,366,5.2,17,031,804305
1014,1293,1275,98.6,1190,92.0,130208,-888888888,-888888888,1.8,2846,309,10.9,93,3.3,17,031,809900
1015,1728,1596,92.4,1228,71.1,50852,-888888888,-888888888,17.6,5274,3228,61.2,154,2.9,17,031,811702
1016,1664,1506,90.5,1403,84.3,76587,-888888888,-888888888,5.1,3205,183,5.7,683,21.3,17,031,816000
1017,2017,1890,93.7,1781,88.3,76418,-888888888,-888888888,12.6,5406,1735,32.1,656,12.1,17,031,819400
1018,1256,1127,89.7,1008,80.3,88167,-888888888,-888888888,11.4,3058,1090,35.6,170,5.6,17,031,210900
1019,284,211,74.3,152,53.5,35192,-888888888,-888888888,18.0,960,21,2.2,939,97.8,17,031,260200
1020,2433,2284,93.9,2119,87.1,70917,-888888888,-888888888,6.5,8452,6261,74.1,103,1.2,17,031,815500
1021,1529,1259,82.3,1158,75.7,52321,-888888888,-888888888,9.9,3968,485,12.2,1963,49.5,17,031,818000
1022,1690,1137,67.3,972,57.5,33625,-888888888,-888888888,12.4,4029,197,4.9,3097,76.9,17,031,251400
1023,848,608,71.7,431,50.8,21613,-888888888,-888888888,48.9,2447,15,0.6,2229,91.1,17,031,260800
1024,779,609,78.2,549,70.5,28264,-888888888,-888888888,30.6,2552,1943,76.1,384,15.0,17,031,611100
1025,393,311,79.1,261,66.4,32159,-888888888,-888888888,26.1,1326,13,1.0,1166,87.9,17,031,271200
1026,1641,1462,89.1,1225,74.6,76926,-888888888,-888888888,5.5,3668,606,16.5,1273,34.7,17,031,283800
1027,2099,1866,88.9,1606,76.5,103188,-888888888,-888888888,3.1,6301,2604,41.3,65,1.0,17,031,561000
1028,905,637,70.4,582,64.3,36382,-888888888,-888888888,21.4,2846,2663,93.6,26,0.9,17,031,611400
1029,1575,1397,88.7,1257,79.8,44885,-888888888,-888888888,16.3,5913,5599,94.7,141,2.4,17,031,630500
1030,494,377,76.3,365,73.9,42895,-888888888,-888888888,10.5,1532,1046,68.3,37,2.4,17,031,640100
1031,1656,1340,80.9,1236,74.6,49375,-888888888,-888888888,20.5,4206,2349,55.8,53,1.3,17,031,640600
1032,1758,1548,88.1,1402,79.7,54327,-888888888,-888888888,11.5,6648,5992,90.1,234,3.5,17,031,650400
1033,491,406,82.7,335,68.2,24050,-888888888,-888888888,42.2,1272,19,1.5,1040,81.8,17,031,271400
1034,4222,4204,99.6,3917,92.8,136389,-888888888,-888888888,1.8,6603,298,4.5,199,3.0,17,031,280100
1035,1571,1417,90.2,1127,71.7,60156,-888888888,-888888888,9.9,4623,1843,39.9,704,15.2,17,031,823500
1036,703,632,89.9,514,73.1,26815,-888888888,-888888888,27.9,1792,23,1.3,1662,92.7,17,031,821500
1037,1973,1912,96.9,1725,87.4,71540,-888888888,-888888888,6.8,5412,989,18.3,1537,28.4,17,031,821800
1038,1810,1597,88.2,1308,72.3,50619,-888888888,-888888888,13.6,4985,2362,47.4,1044,20.9,17,031,823400
1039,764,676,88.5,607,79.5,51607,-888888888,-888888888,8.3,1873,1115,59.5,67,3.6,17,031,310300
1040,1609,1431,88.9,1418,88.1,90536,-888888888,-888888888,0.8,3839,83,2.2,54,1.4,17,031,823901
1041,1716,1601,93.3,1532,89.3,78444,-888888888,-888888888,7.7,4556,599,13.1,198,4.3,17,031,824601
1042,2025,1750,86.4,1605,79.3,51038,-888888888,-888888888,5.4,5488,1706,31.1,690,12.6,17,031,824702
1043,1633,1431,87.6,1213,74.3,46625,-888888888,-888888888,15.7,4848,4045,83.4,216,4.5,17,031,200200
1044,1427,1357,95.1,1296,90.8,90592,-888888888,-888888888,9.7,3144,1347,42.8,149,4.7,17,031,221400
1045,284,234,82.4,186,65.5,50242,-888888888,-888888888,10.0,972,757,77.9,101,10.4,17,031,230300
1046,1797,1607,89.4,1394,77.6,55104,-888888888,-888888888,14.3,4808,3000,62.4,541,11.3,17,031,230900
1047,358,291,81.3,217,60.6,36250,-888888888,-888888888,24.4,1217,463,38.0,680,55.9,17,031,231100
1048,636,582,91.5,536,84.3,102083,-888888888,-888888888,15.4,1725,569,33.0,146,8.5,17,031,240600
1049,1337,1247,93.3,1146,85.7,102625,-888888888,-888888888,4.5,2849,808,28.4,163,5.7,17,031,243400
1050,823,752,91.4,579,70.4,47411,-888888888,-888888888,9.1,2866,1479,51.6,1268,44.2,17,031,250200
1051,2032,1441,70.9,1209,59.5,34941,-888888888,-888888888,20.4,5214,1180,22.6,3839,73.6,17,031,250700
1052,1403,1085,77.3,813,57.9,31663,-888888888,-888888888,16.8,4047,573,14.2,3287,81.2,17,031,251300
1053,825,765,92.7,644,78.1,74460,-888888888,-888888888,16.5,2285,531,23.2,1033,45.2,17,031,282700
1054,2434,1861,76.5,1478,60.7,28849,-888888888,-888888888,38.3,5198,0,0.0,4933,94.9,17,031,440201
1055,1478,1238,83.8,1135,76.8,43143,-888888888,-888888888,14.4,4148,70,1.7,3925,94.6,17,031,530501
1056,1772,1595,90.0,1444,81.5,44056,-888888888,-888888888,23.2,6171,42,0.7,5986,97.0,17,031,530503
1057,1512,1301,86.0,1095,72.4,15523,-888888888,-888888888,45.1,4104,251,6.1,3807,92.8,17,031,540101
1058,1129,917,81.2,805,71.3,15293,-888888888,-888888888,53.3,3255,7,0.2,3183,97.8,17,031,540102
1059,1160,1143,98.5,1086,93.6,90167,-888888888,-888888888,1.8,2607,331,12.7,105,4.0,17,031,040600
1060,1262,1127,89.3,999,79.2,46181,-888888888,-888888888,6.2,3964,759,19.1,3078,77.6,17,031,817600
1061,1357,1271,93.7,1152,84.9,74789,-888888888,-888888888,6.1,3131,514,16.4,577,18.4,17,031,818402
1062,518,390,75.3,291,56.2,22222,-888888888,-888888888,37.2,1669,56,3.4,1571,94.1,17,031,260700
1063,1548,1142,73.8,775,50.1,19938,-888888888,-888888888,47.1,4811,615,12.8,4109,85.4,17,031,251100
1064,2379,1434,60.3,1111,46.7,19921,-888888888,-888888888,38.9,5259,101,1.9,5043,95.9,17,031,252000
1065,577,395,68.5,297,51.5,14505,-888888888,-888888888,35.6,1204,22,1.8,1060,88.0,17,031,260100
1066,366,289,79.0,238,65.0,25345,-888888888,-888888888,50.9,1110,20,1.8,1074,96.8,17,031,271300
1067,2767,2655,96.0,2629,95.0,101758,-888888888,-888888888,1.9,4118,243,5.9,153,3.7,17,031,081700
1068,2173,1999,92.0,1810,83.3,89427,-888888888,-888888888,9.7,5630,1074,19.1,1,0.0,17,031,100100
1069,2315,1921,83.0,1845,79.7,77945,-888888888,-888888888,0.0,5840,549,9.4,17,0.3,17,031,100500
1070,1921,1535,79.9,1339,69.7,47875,-888888888,-888888888,9.5,5341,545,10.2,186,3.5,17,031,130100
1071,1882,1703,90.5,1429,75.9,46761,-888888888,-888888888,21.1,6514,2779,42.7,347,5.3,17,031,140200
1072,1276,1218,95.5,1109,86.9,66818,-888888888,-888888888,7.3,3920,1549,39.5,217,5.5,17,031,140500
1073,1852,1755,94.8,1570,84.8,57568,-888888888,-888888888,9.3,3524,486,13.8,203,5.8,17,031,160300
1074,1826,1678,91.9,1528,83.7,63007,-888888888,-888888888,7.6,5459,3161,57.9,151,2.8,17,031,160800
1075,652,606,92.9,548,84.0,51917,-888888888,-888888888,7.4,1921,408,21.2,42,2.2,17,031,822900
1076,1597,1438,90.0,1368,85.7,95156,-888888888,-888888888,2.1,3964,51,1.3,1,0.0,17,031,823904
1077,1602,1493,93.2,1332,83.1,55753,-888888888,-888888888,18.2,4947,192,3.9,4390,88.7,17,031,826402
1078,387,262,67.7,246,63.6,30091,-888888888,-888888888,40.8,1096,181,16.5,907,82.8,17,031,829401
1079,1708,1460,85.5,1341,78.5,75603,-888888888,-888888888,1.6,4138,875,21.1,166,4.0,17,031,820104
1080,3125,2893,92.6,2784,89.1,109803,-888888888,-888888888,0.7,7405,1010,13.6,78,1.1,17,031,820201
1081,2155,1877,87.1,1556,72.2,45846,-888888888,-888888888,13.9,6327,2752,43.5,3049,48.2,17,031,821200
1082,1617,1434,88.7,1215,75.1,70497,-888888888,-888888888,7.1,4401,623,14.2,1896,43.1,17,031,821600
1083,1662,1472,88.6,1292,77.7,85278,-888888888,-888888888,3.9,4623,531,11.5,859,18.6,17,031,821700
1084,1857,1580,85.1,1406,75.7,57137,-888888888,-888888888,0.9,4343,1136,26.2,711,16.4,17,031,822102
1085,722,660,91.4,665,92.1,79231,-888888888,-888888888,6.2,1663,462,27.8,116,7.0,17,031,222600
1086,338,312,92.3,288,85.2,55625,-888888888,-888888888,16.9,1232,1045,84.8,47,3.8,17,031,230800
1087,678,601,88.6,489,72.1,86667,-888888888,-888888888,13.3,1876,1085,57.8,56,3.0,17,031,240700
1088,758,692,91.3,647,85.4,71979,-888888888,-888888888,18.5,2097,1041,49.6,177,8.4,17,031,241000
1089,1525,1348,88.4,1354,88.8,80524,-888888888,-888888888,21.6,3758,1413,37.6,374,10.0,17,031,241100
1090,2060,1725,83.7,1636,79.4,116066,-888888888,-888888888,6.7,4763,695,14.6,648,13.6,17,031,242000
1091,1720,1710,99.4,1685,98.0,143547,-888888888,-888888888,1.4,3855,715,18.5,59,1.5,17,031,242100
1092,1304,1103,84.6,988,75.8,46184,-888888888,-888888888,11.9,4252,546,12.8,3617,85.1,17,031,250600
1093,1510,1356,89.8,1304,86.4,88750,-888888888,-888888888,2.3,3937,323,8.2,61,1.5,17,031,808302
1094,1769,1548,87.5,1455,82.2,30774,-888888888,-888888888,5.3,4521,281,6.2,342,7.6,17,031,809300
1095,1168,962,82.4,890,76.2,44545,-888888888,-888888888,21.4,3311,21,0.6,3266,98.6,17,031,460400
1096,1227,1085,88.4,896,73.0,60764,-888888888,-888888888,11.2,3764,2256,59.9,45,1.2,17,031,560700
1097,1885,1627,86.3,1491,79.1,91604,-888888888,-888888888,2.4,5650,2983,52.8,8,0.1,17,031,561100
1098,625,532,85.1,505,80.8,58625,-888888888,-888888888,10.1,2236,1641,73.4,0,0.0,17,031,570200
1099,2363,2044,86.5,1789,75.7,32474,-888888888,-888888888,26.5,4599,523,11.4,2045,44.5,17,031,010100
1100,2932,2813,95.9,2680,91.4,90955,-888888888,-888888888,6.1,6786,1525,22.5,375,5.5,17,031,030500
1101,659,653,99.1,624,94.7,187614,-888888888,-888888888,3.2,1670,71,4.3,149,8.9,17,031,071700
1102,2069,2042,98.7,1983,95.8,94115,-888888888,-888888888,7.2,6840,1246,18.2,711,10.4,17,031,020200
1103,3617,3340,92.3,2905,80.3,56448,-888888888,-888888888,20.4,6785,532,7.8,1544,22.8,17,031,031700
1104,1549,1423,91.9,1273,82.2,68220,-888888888,-888888888,13.8,4240,2353,55.5,46,1.1,17,031,210700
1105,810,810,100.0,786,97.0,138000,-888888888,-888888888,3.3,2164,252,11.6,28,1.3,17,031,061200
1106,842,842,100.0,801,95.1,123409,-888888888,-888888888,1.7,2000,177,8.9,27,1.4,17,031,061500
1107,1842,1842,100.0,1756,95.3,131900,-888888888,-888888888,3.2,3818,201,5.3,276,7.2,17,031,062900
1108,1899,1675,88.2,1510,79.5,65938,-888888888,-888888888,12.5,4868,2028,41.7,330,6.8,17,031,221100
1109,1311,1161,88.6,1038,79.2,101130,-888888888,-888888888,4.3,3174,934,29.4,116,3.7,17,031,221200
1110,1787,1751,98.0,1618,90.5,95897,-888888888,-888888888,2.0,3456,229,6.6,172,5.0,17,031,063000
1111,920,807,87.7,807,87.7,114286,-888888888,-888888888,11.3,1956,167,8.5,162,8.3,17,031,071200
1112,2985,2968,99.4,2860,95.8,107847,-888888888,-888888888,1.9,4521,374,8.3,91,2.0,17,031,081500
1113,493,454,92.1,429,87.0,108563,-888888888,-888888888,0.9,1339,45,3.4,0,0.0,17,031,090300
1114,1766,1669,94.5,1555,88.1,58824,-888888888,-888888888,16.5,5509,1143,20.7,222,4.0,17,031,130300
1115,1882,1690,89.8,1517,80.6,77813,-888888888,-888888888,10.4,4792,1103,23.0,60,1.3,17,031,100600
1116,1867,1720,92.1,1630,87.3,68996,-888888888,-888888888,6.2,4666,1258,27.0,22,0.5,17,031,110400
1117,1751,1617,92.3,1573,89.8,123594,-888888888,-888888888,3.4,4607,486,10.5,142,3.1,17,031,120200
1118,1429,1287,90.1,1132,79.2,75545,-888888888,-888888888,12.5,4040,1906,47.2,70,1.7,17,031,150700
1119,1483,1299,87.6,1100,74.2,51578,-888888888,-888888888,3.9,3732,2041,54.7,95,2.5,17,031,161300
1120,951,819,86.1,719,75.6,51083,-888888888,-888888888,18.5,2580,1719,66.6,66,2.6,17,031,210400
1121,392,362,92.3,323,82.4,60948,-888888888,-888888888,6.5,1165,748,64.2,7,0.6,17,031,210800
1122,1421,1386,97.5,1349,94.9,137159,-888888888,-888888888,3.3,3268,591,18.1,107,3.3,17,031,221600
1123,2298,2197,95.6,2119,92.2,151136,-888888888,-888888888,2.7,5703,62,1.1,58,1.0,17,031,801800
1124,2068,1996,96.5,1962,94.9,142900,-888888888,-888888888,1.0,6111,285,4.7,14,0.2,17,031,802900
1125,1840,1735,94.3,1661,90.3,79853,-888888888,-888888888,3.7,4243,386,9.1,63,1.5,17,031,803604
1126,1783,1612,90.4,1548,86.8,93262,-888888888,-888888888,2.5,4514,472,10.5,93,2.1,17,031,803800
1127,2476,2269,91.6,2116,85.5,80568,-888888888,-888888888,6.1,6331,1214,19.2,392,6.2,17,031,804804
1128,2337,2021,86.5,1899,81.3,55743,-888888888,-888888888,11.0,7186,3514,48.9,637,8.9,17,031,805105
1129,2478,2394,96.6,2103,84.9,60435,-888888888,-888888888,4.7,6435,1595,24.8,738,11.5,17,031,805108
1130,1936,1788,92.4,1724,89.0,117500,-888888888,-888888888,1.4,5001,282,5.6,0,0.0,17,031,805701
1131,692,626,90.5,616,89.0,122813,-888888888,-888888888,1.0,1939,67,3.5,1,0.1,17,031,805702
1132,1412,1283,90.9,1195,84.6,71250,-888888888,-888888888,6.3,4129,258,6.2,268,6.5,17,031,806801
1133,2828,2502,88.5,2418,85.5,65441,-888888888,-888888888,8.9,7811,997,12.8,578,7.4,17,031,807300
1134,1648,1299,78.8,1179,71.5,79741,-888888888,-888888888,6.8,4648,535,11.5,173,3.7,17,031,808002
1135,1583,1548,97.8,1503,94.9,150175,-888888888,-888888888,2.2,4200,136,3.2,12,0.3,17,031,808900
1136,1022,983,96.2,977,95.6,95156,-888888888,-888888888,8.1,2660,178,6.7,192,7.2,17,031,809800
1137,1558,1509,96.9,1312,84.2,76735,-888888888,-888888888,9.9,5320,3547,66.7,91,1.7,17,031,814700
1138,1504,1403,93.3,1282,85.2,48841,-888888888,-888888888,16.0,3618,935,25.8,1206,33.3,17,031,020100
1139,788,663,84.1,524,66.5,25451,-888888888,-888888888,41.1,1897,102,5.4,1547,81.5,17,031,836100
1140,113,113,100.0,95,84.1,-666666666,-888888888,-888888888,0.0,1492,147,9.9,94,6.3,17,031,836200
1141,663,623,94.0,545,82.2,52440,-888888888,-888888888,0.0,1513,13,0.9,755,49.9,17,031,836300
1142,1802,1506,83.6,1376,76.4,27210,-888888888,-888888888,31.1,3787,222,5.9,3349,88.4,17,031,836400
1143,726,660,90.9,574,79.1,45930,-888888888,-888888888,17.2,1963,0,0.0,1895,96.5,17,031,836500
1144,879,807,91.8,704,80.1,48313,-888888888,-888888888,12.8,2337,1149,49.2,733,31.4,17,031,836600
1145,918,791,86.2,575,62.6,30783,-888888888,-888888888,31.6,2308,394,17.1,1776,76.9,17,031,836700
1146,871,573,65.8,524,60.2,12905,-888888888,-888888888,62.0,2397,0,0.0,2211,92.2,17,031,836800
1147,501,395,78.8,371,74.1,27904,-888888888,-888888888,32.6,1163,92,7.9,913,78.5,17,031,836900
1148,694,555,80.0,371,53.5,32083,-888888888,-888888888,36.4,1804,72,4.0,1517,84.1,17,031,837000
1149,690,495,71.7,316,45.8,21507,-888888888,-888888888,21.0,1319,118,8.9,982,74.5,17,031,837100
1150,785,600,76.4,432,55.0,27656,-888888888,-888888888,33.4,2762,42,1.5,2536,91.8,17,031,837300
1151,730,647,88.6,498,68.2,39231,-888888888,-888888888,24.7,2259,61,2.7,1978,87.6,17,031,837400
1152,891,785,88.1,775,87.0,59915,-888888888,-888888888,26.1,2627,211,8.0,1802,68.6,17,031,837800
1153,2537,2393,94.3,2235,88.1,109234,-888888888,-888888888,2.6,5950,375,6.3,42,0.7,17,031,803702
1154,1759,1734,98.6,1631,92.7,91616,-888888888,-888888888,9.8,3931,542,13.8,202,5.1,17,031,804108
1155,1076,983,91.4,957,88.9,117794,-888888888,-888888888,0.9,2793,219,7.8,132,4.7,17,031,804109
1156,4225,3832,90.7,3011,71.3,39064,-888888888,-888888888,17.9,7775,817,10.5,1648,21.2,17,031,031300
1157,2694,2638,97.9,2498,92.7,92590,-888888888,-888888888,2.7,5112,392,7.7,161,3.1,17,031,810000
1158,2606,2416,92.7,2141,82.2,62416,-888888888,-888888888,7.7,6428,1201,18.7,2091,32.5,17,031,810200
1159,1634,1496,91.6,1464,89.6,82750,-888888888,-888888888,5.5,4069,579,14.2,55,1.4,17,031,811000
1160,1142,843,73.8,722,63.2,53315,-888888888,-888888888,22.9,3658,1583,43.3,1493,40.8,17,031,828900
1161,3483,3366,96.6,3145,90.3,79772,-888888888,-888888888,4.2,8977,864,9.6,5713,63.6,17,031,829901
1162,2474,2308,93.3,2013,81.4,76409,-888888888,-888888888,14.5,6418,86,1.3,5102,79.5,17,031,829902
1163,1418,1380,97.3,1364,96.2,156875,-888888888,-888888888,0.0,3460,208,6.0,63,1.8,17,031,062800
1164,1204,1161,96.4,1133,94.1,105735,-888888888,-888888888,0.0,2443,178,7.3,65,2.7,17,031,063400
1165,1299,1213,93.4,1154,88.8,152850,-888888888,-888888888,0.0,3458,126,3.6,237,6.9,17,031,070500
1166,752,702,93.4,675,89.8,147031,-888888888,-888888888,1.7,1914,71,3.7,217,11.3,17,031,071600
1167,1067,1003,94.0,960,90.0,131734,-888888888,-888888888,1.9,2613,157,6.0,297,11.4,17,031,071800
1168,1040,889,85.5,845,81.3,74521,-888888888,-888888888,9.9,3220,263,8.2,2754,85.5,17,031,817102
1169,814,688,84.5,507,62.3,43542,-888888888,-888888888,29.1,2622,523,19.9,1930,73.6,17,031,817300
1170,1719,1366,79.5,1219,70.9,46758,-888888888,-888888888,5.8,4132,1901,46.0,280,6.8,17,031,819100
1171,1229,1213,98.7,1187,96.6,153914,-888888888,-888888888,0.0,3745,107,2.9,30,0.8,17,031,819600
1172,1086,939,86.5,884,81.4,71563,-888888888,-888888888,8.1,2969,196,6.6,2375,80.0,17,031,827804
1173,1616,1323,81.9,1195,73.9,39179,-888888888,-888888888,22.5,5160,2151,41.7,2539,49.2,17,031,827500
1174,1523,1334,87.6,1280,84.0,60379,-888888888,-888888888,11.6,5246,100,1.9,4417,84.2,17,031,827801
1175,3284,2881,87.7,2818,85.8,56471,-888888888,-888888888,4.1,8891,1147,12.9,5923,66.6,17,031,828506
1176,1196,977,81.7,868,72.6,30862,-888888888,-888888888,21.0,3528,2483,70.4,799,22.6,17,031,829100
