,DP02_0001E,DP02_0152E,DP02_0152PE,DP02_0153E,DP02_0153PE,DP03_0062E,DP03_0062PE,DP03_0119E,DP03_0119PE,DP05_0001E,DP05_0071E,DP05_0071PE,DP05_0078E,DP05_0078PE,state,county,tract
0,575,426,74.1,392,68.2,37422,-888888888,-888888888,25.7,1825,1622,88.9,0,0.0,17,031,630200
1,1544,1411,91.4,1242,80.4,47000,-888888888,-888888888,17.4,5908,4742,80.3,161,2.7,17,031,580700
2,1172,1068,91.1,917,78.2,46033,-888888888,-888888888,7.9,3419,2119,62.0,9,0.3,17,031,590600
3,1084,1003,92.5,917,84.6,45294,-888888888,-888888888,17.0,2835,850,30.0,82,2.9,17,031,600700
4,574,356,62.0,322,56.1,24507,-888888888,-888888888,55.0,1639,438,26.7,1175,71.7,17,031,611900
5,1517,1490,98.2,1326,87.4,71438,-888888888,-888888888,9.0,3445,565,16.4,178,5.2,17,031,804505
6,2461,2289,93.0,2080,84.5,69472,-888888888,-888888888,3.7,6122,1632,26.7,616,10.1,17,031,804701
7,760,752,98.9,736,96.8,115500,-888888888,-888888888,0.7,2441,390,16.0,22,0.9,17,031,804706
8,2027,1907,94.1,1801,88.9,112125,-888888888,-888888888,2.1,5749,298,5.2,23,0.4,17,031,824005
9,1528,1468,96.1,1460,95.5,129667,-888888888,-888888888,5.5,4728,208,4.4,37,0.8,17,031,824006
10,2347,2283,97.3,2122,90.4,97365,-888888888,-888888888,7.7,7070,826,11.7,146,2.1,17,031,824113
11,1897,1839,96.9,1799,94.8,108933,-888888888,-888888888,4.3,5186,167,3.2,251,4.8,17,031,824114
12,1400,1252,89.4,1200,85.7,74318,-888888888,-888888888,4.0,4053,332,8.2,343,8.5,17,031,824115
13,2202,2080,94.5,1844,83.7,68125,-888888888,-888888888,10.0,5373,648,12.1,588,10.9,17,031,824116
14,3379,3286,97.2,3251,96.2,102696,-888888888,-888888888,0.8,9453,565,6.0,80,0.8,17,031,824117
15,2091,1955,93.5,1927,92.2,106607,-888888888,-888888888,2.5,5655,373,6.6,58,1.0,17,031,824119
16,3409,3202,93.9,3067,90.0,100911,-888888888,-888888888,5.4,8970,506,5.6,103,1.1,17,031,824120
17,1212,1130,93.2,1086,89.6,81570,-888888888,-888888888,5.8,3153,289,9.2,11,0.3,17,031,824121
18,2343,2174,92.8,2231,95.2,92476,-888888888,-888888888,4.9,6526,436,6.7,247,3.8,17,031,824122
19,2801,2565,91.6,2458,87.8,71671,-888888888,-888888888,13.5,7348,650,8.8,163,2.2,17,031,824123
20,1539,1396,90.7,1284,83.4,66684,-888888888,-888888888,6.2,4010,506,12.6,200,5.0,17,031,825303
21,1640,1579,96.3,1486,90.6,70781,-888888888,-888888888,5.9,4338,958,22.1,0,0.0,17,031,825304
22,1643,1480,90.1,1290,78.5,47466,-888888888,-888888888,21.0,4924,234,4.8,4120,83.7,17,031,830007
23,1433,1292,90.2,1228,85.7,85156,-888888888,-888888888,2.8,4400,75,1.7,3907,88.8,17,031,830008
24,1086,836,77.0,723,66.6,37917,-888888888,-888888888,21.4,3901,3867,99.1,0,0.0,17,031,830500
25,1974,1810,91.7,1607,81.4,47227,-888888888,-888888888,20.0,4733,1687,35.6,719,15.2,17,031,830600
26,1808,1562,86.4,1341,74.2,55236,-888888888,-888888888,16.3,3814,519,13.6,1476,38.7,17,031,830700
27,1348,1329,98.6,1289,95.6,79405,-888888888,-888888888,0.0,2522,376,14.9,11,0.4,17,031,830800
28,1284,1248,97.2,1188,92.5,102246,-888888888,-888888888,0.0,2993,982,32.8,86,2.9,17,031,830900
29,1056,1034,97.9,1006,95.3,149722,-888888888,-888888888,0.0,2177,186,8.5,19,0.9,17,031,831000
30,2775,2504,90.2,2156,77.7,60540,-888888888,-888888888,9.7,8537,5128,60.1,23,0.3,17,031,831100
31,2688,2245,83.5,2104,78.3,47763,-888888888,-888888888,6.4,7182,1346,18.7,295,4.1,17,031,806004
32,1852,1795,96.9,1744,94.2,135750,-888888888,-888888888,3.2,5841,377,6.5,440,7.5,17,031,811900
33,726,578,79.6,537,74.0,55081,-888888888,-888888888,11.3,2730,2356,86.3,54,2.0,17,031,191000
34,1478,1420,96.1,1373,92.9,143824,-888888888,-888888888,1.7,4470,79,1.8,39,0.9,17,031,805600
35,1673,1654,98.9,1548,92.5,126250,-888888888,-888888888,1.9,5444,484,8.9,111,2.0,17,031,802002
36,2031,1898,93.5,1792,88.2,83463,-888888888,-888888888,3.5,6610,2816,42.6,52,0.8,17,031,802504
37,1832,1615,88.2,1473,80.4,86034,-888888888,-888888888,6.5,4763,186,3.9,12,0.3,17,031,802702
38,1663,1549,93.1,1463,88.0,113179,-888888888,-888888888,0.7,4583,337,7.4,76,1.7,17,031,803008
39,2200,2041,92.8,1869,85.0,91009,-888888888,-888888888,0.0,5310,453,8.5,19,0.4,17,031,803200
40,2271,1945,85.6,1837,80.9,114375,-888888888,-888888888,1.5,5765,133,2.3,25,0.4,17,031,803500
41,2494,2477,99.3,2477,99.3,141786,-888888888,-888888888,0.0,7263,260,3.6,102,1.4,17,031,804102
42,2493,2285,91.7,2208,88.6,79904,-888888888,-888888888,3.5,6364,688,10.8,433,6.8,17,031,824505
43,1148,857,74.7,740,64.5,50761,-888888888,-888888888,14.0,3488,800,22.9,2332,66.9,17,031,825900
44,846,744,87.9,589,69.6,45833,-888888888,-888888888,14.6,2923,1085,37.1,1551,53.1,17,031,826000
45,2091,1794,85.8,1766,84.5,41792,-888888888,-888888888,19.7,5786,1440,24.9,3290,56.9,17,031,826100
46,1235,1050,85.0,903,73.1,35799,-888888888,-888888888,28.3,2848,0,0.0,2653,93.2,17,031,826304
47,1655,1584,95.7,1593,96.3,94639,-888888888,-888888888,5.2,3517,415,11.8,11,0.3,17,031,242300
48,2199,2129,96.8,1742,79.2,68159,-888888888,-888888888,5.5,4520,689,15.2,141,3.1,17,031,760801
49,871,763,87.6,643,73.8,57301,-888888888,-888888888,10.6,2302,0,0.0,2182,94.8,17,031,490300
50,931,831,89.3,728,78.2,44745,-888888888,-888888888,15.9,2777,13,0.5,2764,99.5,17,031,490700
51,1517,1347,88.8,1195,78.8,46476,-888888888,-888888888,5.4,3136,35,1.1,3056,97.4,17,031,500100
52,1300,1059,81.5,1041,80.1,45729,-888888888,-888888888,14.5,4515,3950,87.5,94,2.1,17,031,520400
53,1481,1332,89.9,1262,85.2,87443,-888888888,-888888888,7.8,5076,2273,44.8,275,5.4,17,031,820902
54,1647,1401,85.1,1351,82.0,54620,-888888888,-888888888,6.5,4787,1321,27.6,274,5.7,17,031,821001
55,1784,1586,88.9,1483,83.1,58828,-888888888,-888888888,5.5,5404,1825,33.8,77,1.4,17,031,821002
56,1252,1143,91.3,1063,84.9,94211,-888888888,-888888888,1.5,3965,1037,26.2,103,2.6,17,031,822200
57,1601,1428,89.2,1341,83.8,76054,-888888888,-888888888,9.0,4366,868,19.9,363,8.3,17,031,822500
58,1502,1259,83.8,1101,73.3,62010,-888888888,-888888888,1.2,3147,797,25.3,234,7.4,17,031,822801
59,1833,1588,86.6,1533,83.6,66639,-888888888,-888888888,4.7,4847,1096,22.6,258,5.3,17,031,823200
60,563,475,84.4,345,61.3,38047,-888888888,-888888888,28.7,2313,1434,62.0,795,34.4,17,031,823603
61,1632,1438,88.1,1357,83.1,59018,-888888888,-888888888,14.5,4509,882,19.6,311,6.9,17,031,823705
62,2668,2296,86.1,2167,81.2,72289,-888888888,-888888888,2.6,6847,619,9.0,335,4.9,17,031,824107
63,1520,1147,75.5,867,57.0,31480,-888888888,-888888888,22.8,4778,246,5.1,4146,86.8,17,031,824300
64,1349,1197,88.7,1162,86.1,51875,-888888888,-888888888,1.5,3511,81,2.3,3170,90.3,17,031,825504
65,954,949,99.5,949,99.5,150625,-888888888,-888888888,1.2,2327,326,14.0,87,3.7,17,031,222200
66,2361,2082,88.2,1847,78.2,49455,-888888888,-888888888,19.5,6373,2090,32.8,75,1.2,17,031,811600
67,1575,1386,88.0,1330,84.4,75625,-888888888,-888888888,8.3,5130,2985,58.2,73,1.4,17,031,811800
68,2391,2017,84.4,1830,76.5,46696,-888888888,-888888888,17.1,8066,6758,83.8,40,0.5,17,031,814400
69,1903,1772,93.1,1711,89.9,86819,-888888888,-888888888,4.4,5111,853,16.7,148,2.9,17,031,815702
70,577,536,92.9,480,83.2,95096,-888888888,-888888888,1.2,1626,234,14.4,11,0.7,17,031,815800
71,2481,2283,92.0,2051,82.7,62163,-888888888,-888888888,0.7,5792,580,10.0,1751,30.2,17,031,816100
72,1602,1454,90.8,1320,82.4,64073,-888888888,-888888888,12.9,4915,3615,73.6,184,3.7,17,031,816300
73,1701,1568,92.2,1350,79.4,49468,-888888888,-888888888,12.8,4977,1322,26.6,3239,65.1,17,031,817000
74,2331,2035,87.3,1890,81.1,85989,-888888888,-888888888,1.4,5413,822,15.2,447,8.3,17,031,818500
75,1388,1292,93.1,1200,86.5,89387,-888888888,-888888888,2.8,3769,708,18.8,137,3.6,17,031,818700
76,1316,1140,86.6,1000,76.0,53718,-888888888,-888888888,2.3,3836,2723,71.0,94,2.5,17,031,200100
77,1035,987,95.4,901,87.1,86060,-888888888,-888888888,5.2,2535,704,27.8,79,3.1,17,031,160900
78,651,520,79.9,482,74.0,68958,-888888888,-888888888,7.0,1943,828,42.6,89,4.6,17,031,170900
79,879,833,94.8,790,89.9,98973,-888888888,-888888888,5.2,2068,513,24.8,30,1.5,17,031,220300
80,296,213,72.0,200,67.6,30435,-888888888,-888888888,19.3,883,627,71.0,218,24.7,17,031,630100
81,1901,1630,85.7,1357,71.4,34230,-888888888,-888888888,18.3,5434,732,13.5,4515,83.1,17,031,661000
82,409,252,61.6,211,51.6,28250,-888888888,-888888888,44.1,930,33,3.5,854,91.8,17,031,670200
83,1988,1774,89.2,1611,81.0,39700,-888888888,-888888888,13.9,5213,392,7.5,1104,21.2,17,031,010400
84,1071,793,74.0,672,62.7,16736,-888888888,-888888888,16.5,1894,21,1.1,1688,89.1,17,031,380100
85,383,327,85.4,203,53.0,28036,-888888888,-888888888,29.0,1367,119,8.7,1243,90.9,17,031,671800
86,1050,716,68.2,579,55.1,24750,-888888888,-888888888,39.2,2811,40,1.4,2668,94.9,17,031,691100
87,1533,1280,83.5,1185,77.3,41076,-888888888,-888888888,13.9,4014,0,0.0,3862,96.2,17,031,530300
88,1879,1737,92.4,1658,88.2,96332,-888888888,-888888888,1.7,5381,2055,38.2,19,0.4,17,031,560900
89,705,620,87.9,581,82.4,48110,-888888888,-888888888,9.0,2512,1978,78.7,68,2.7,17,031,580300
90,898,618,68.8,590,65.7,26600,-888888888,-888888888,25.0,2650,2369,89.4,81,3.1,17,031,611300
91,552,421,76.3,346,62.7,25882,-888888888,-888888888,33.7,1589,860,54.1,671,42.2,17,031,611600
92,2030,1752,86.3,1589,78.3,55779,-888888888,-888888888,8.8,7810,6076,77.8,263,3.4,17,031,620300
93,1239,1016,82.0,865,69.8,69764,-888888888,-888888888,5.1,4393,3831,87.2,57,1.3,17,031,620400
94,1494,1365,91.4,1330,89.0,140417,-888888888,-888888888,0.8,4158,581,14.0,12,0.3,17,031,120100
95,1126,1030,91.5,1016,90.2,54394,-888888888,-888888888,17.5,3194,1296,40.6,442,13.8,17,031,140100
96,1232,1100,89.3,874,70.9,58798,-888888888,-888888888,8.8,3656,2302,63.0,182,5.0,17,031,831500
97,1463,1215,83.0,989,67.6,39180,-888888888,-888888888,13.7,4704,3970,84.4,263,5.6,17,031,831200
98,380,340,89.5,297,78.2,46333,-888888888,-888888888,0.0,995,464,46.6,468,47.0,17,031,831300
99,1018,871,85.6,706,69.4,33776,-888888888,-888888888,19.7,3026,752,24.9,1952,64.5,17,031,831400
100,2325,1858,79.9,1534,66.0,47042,-888888888,-888888888,5.9,8039,5555,69.1,357,4.4,17,031,831600
101,772,741,96.0,702,90.9,62130,-888888888,-888888888,8.4,2459,1392,56.6,22,0.9,17,031,831700
102,2217,1998,90.1,1809,81.6,55368,-888888888,-888888888,7.4,6493,1750,27.0,100,1.5,17,031,831800
103,1408,1391,98.8,1380,98.0,131500,-888888888,-888888888,0.0,3228,293,9.1,55,1.7,17,031,831900
104,790,790,100.0,768,97.2,121500,-888888888,-888888888,0.0,1621,69,4.3,52,3.2,17,031,832000
105,1843,1774,96.3,1611,87.4,76193,-888888888,-888888888,13.5,3602,288,8.0,850,23.6,17,031,832100
106,1490,1404,94.2,1359,91.2,109701,-888888888,-888888888,3.1,3180,451,14.2,13,0.4,17,031,832200
107,881,875,99.3,851,96.6,120052,-888888888,-888888888,1.3,1938,397,20.5,35,1.8,17,031,832300
108,1295,1134,87.6,1120,86.5,100972,-888888888,-888888888,4.6,3129,692,22.1,104,3.3,17,031,832400
109,1387,1224,88.2,1207,87.0,148802,-888888888,-888888888,4.1,3390,241,7.1,175,5.2,17,031,832500
110,894,649,72.6,530,59.3,22500,-888888888,-888888888,27.5,2549,377,14.8,1543,60.5,17,031,827300
111,1450,1297,89.4,1242,85.7,46394,-888888888,-888888888,17.2,4158,1029,24.7,2570,61.8,17,031,825700
112,2450,1948,79.5,1853,75.6,51217,-888888888,-888888888,7.2,6238,425,6.8,5375,86.2,17,031,825803
113,1305,1233,94.5,1171,89.7,51186,-888888888,-888888888,12.8,4291,31,0.7,4019,93.7,17,031,826303
114,1405,1243,88.5,1171,83.3,37514,-888888888,-888888888,22.3,4152,542,13.1,2721,65.5,17,031,828503
115,1173,1014,86.4,990,84.4,59398,-888888888,-888888888,4.6,3559,1276,35.9,134,3.8,17,031,640400
116,1481,1219,82.3,986,66.6,46289,-888888888,-888888888,9.3,5804,5352,92.2,106,1.8,17,031,660400
117,1650,1335,80.9,1127,68.3,35703,-888888888,-888888888,19.9,4867,2282,46.9,2290,47.1,17,031,660800
118,665,456,68.6,420,63.2,27882,-888888888,-888888888,31.5,2012,147,7.3,1865,92.7,17,031,671300
119,2346,2272,96.8,2100,89.5,70341,-888888888,-888888888,6.2,6585,733,11.1,875,13.3,17,031,825302
120,2005,1728,86.2,1506,75.1,40258,-888888888,-888888888,22.9,6031,157,2.6,5356,88.8,17,031,826500
121,2078,1759,84.6,1561,75.1,34510,-888888888,-888888888,22.8,5113,108,2.1,4631,90.6,17,031,826700
122,990,894,90.3,800,80.8,27667,-888888888,-888888888,28.8,2452,243,9.9,1984,80.9,17,031,827100
123,1882,1615,85.8,1476,78.4,46250,-888888888,-888888888,12.0,4947,853,17.2,1722,34.8,17,031,828000
124,1814,1638,90.3,1509,83.2,63750,-888888888,-888888888,4.1,4512,499,11.1,2181,48.3,17,031,828202
125,1294,954,73.7,816,63.1,32000,-888888888,-888888888,36.3,3871,1933,49.9,1541,39.8,17,031,829302
126,1965,1848,94.0,1766,89.9,72734,-888888888,-888888888,7.6,6646,3685,55.4,386,5.8,17,031,804406
127,1805,1720,95.3,1656,91.7,96458,-888888888,-888888888,0.9,5133,489,9.5,37,0.7,17,031,804506
128,4259,3919,92.0,3707,87.0,105240,-888888888,-888888888,2.3,11526,1621,14.1,492,4.3,17,031,804507
129,747,715,95.7,637,85.3,61148,-888888888,-888888888,16.6,2399,1147,47.8,29,1.2,17,031,804508
130,1603,1525,95.1,1432,89.3,84375,-888888888,-888888888,5.5,6201,3574,57.6,365,5.9,17,031,804509
131,1426,1364,95.7,1100,77.1,72411,-888888888,-888888888,15.5,6287,4709,74.9,214,3.4,17,031,804510
132,724,699,96.5,562,77.6,58203,-888888888,-888888888,20.0,2483,1375,55.4,205,8.3,17,031,804511
133,1441,1320,91.6,1264,87.7,88149,-888888888,-888888888,8.2,3429,427,12.5,34,1.0,17,031,804608
134,2285,2253,98.6,2162,94.6,98004,-888888888,-888888888,1.9,5695,64,1.1,150,2.6,17,031,804609
135,1124,1004,89.3,976,86.8,67319,-888888888,-888888888,11.4,2305,128,5.6,26,1.1,17,031,804610
136,1831,1756,95.9,1662,90.8,88482,-888888888,-888888888,2.9,4418,398,9.0,48,1.1,17,031,804611
137,2064,2027,98.2,1982,96.0,91913,-888888888,-888888888,1.3,5873,755,12.9,477,8.1,17,031,804713
138,1224,1191,97.3,1126,92.0,81181,-888888888,-888888888,6.5,3169,291,9.2,0,0.0,17,031,804714
139,1071,1006,93.9,983,91.8,51169,-888888888,-888888888,10.6,3178,1331,41.9,143,4.5,17,031,804715
140,1572,1534,97.6,1489,94.7,96667,-888888888,-888888888,6.0,4675,565,12.1,171,3.7,17,031,804716
141,1848,1686,91.2,1625,87.9,90833,-888888888,-888888888,3.2,4849,647,13.3,34,0.7,17,031,806103
142,1714,1485,86.6,1353,78.9,47753,-888888888,-888888888,19.7,4202,562,13.4,608,14.5,17,031,806104
143,2341,2144,91.6,1854,79.2,49054,-888888888,-888888888,9.8,4845,1109,22.9,105,2.2,17,031,806201
144,2544,2158,84.8,1966,77.3,54139,-888888888,-888888888,1.6,4838,381,7.9,229,4.7,17,031,806202
145,2361,2131,90.3,1993,84.4,86363,-888888888,-888888888,0.0,4153,342,8.2,599,14.4,17,031,812301
146,932,874,93.8,822,88.2,141111,-888888888,-888888888,4.9,2790,360,12.9,405,14.5,17,031,812302
147,1801,1697,94.2,1555,86.3,68466,-888888888,-888888888,4.7,3367,164,4.9,835,24.8,17,031,812801
148,1308,1231,94.1,1095,83.7,60238,-888888888,-888888888,11.5,2538,171,6.7,521,20.5,17,031,812802
149,851,660,77.6,570,67.0,41589,-888888888,-888888888,27.4,3229,3021,93.6,128,4.0,17,031,813301
150,887,709,79.9,546,61.6,41250,-888888888,-888888888,17.1,3057,2795,91.4,118,3.9,17,031,813302
151,991,842,85.0,645,65.1,48731,-888888888,-888888888,17.0,3710,3440,92.7,141,3.8,17,031,813701
152,1085,936,86.3,781,72.0,50487,-888888888,-888888888,17.6,3900,3528,90.5,270,6.9,17,031,813702
153,743,613,82.5,543,73.1,47244,-888888888,-888888888,4.5,2717,2669,98.2,13,0.5,17,031,813801
154,1359,1096,80.6,1058,77.9,41723,-888888888,-888888888,17.5,4973,4366,87.8,198,4.0,17,031,813802
155,1887,1694,89.8,1635,86.6,59717,-888888888,-888888888,17.4,5880,1895,32.2,339,5.8,17,031,820603
156,1449,1183,81.6,1065,73.5,43723,-888888888,-888888888,9.6,3933,775,19.7,32,0.8,17,031,820604
157,1836,1626,88.6,1440,78.4,43214,-888888888,-888888888,22.7,4625,641,13.9,2565,55.5,17,031,820605
158,1486,1318,88.7,1231,82.8,72143,-888888888,-888888888,10.6,3846,612,15.9,157,4.1,17,031,820606
159,1386,1179,85.1,1105,79.7,54392,-888888888,-888888888,4.2,2916,419,14.4,32,1.1,17,031,823805
160,1602,1492,93.1,1252,78.2,48050,-888888888,-888888888,6.9,3766,467,12.4,116,3.1,17,031,823806
161,2106,1964,93.3,1908,90.6,96194,-888888888,-888888888,6.5,6124,354,5.8,0,0.0,17,031,824003
162,2044,1774,86.8,1622,79.4,86029,-888888888,-888888888,5.7,5462,226,4.1,182,3.3,17,031,824004
163,1694,1685,99.5,1674,98.8,152328,-888888888,-888888888,1.1,3918,147,3.8,1,0.0,17,031,832600
164,1726,1560,90.4,1467,85.0,77500,-888888888,-888888888,7.6,5137,697,13.6,497,9.7,17,031,020302
165,1394,1302,93.4,1175,84.3,57045,-888888888,-888888888,20.1,4765,1203,25.2,625,13.1,17,031,020602
166,677,653,96.5,636,93.9,97250,-888888888,-888888888,4.3,1844,212,11.5,80,4.3,17,031,020701
167,2093,1689,80.7,1574,75.2,56973,-888888888,-888888888,9.4,5384,378,7.0,196,3.6,17,031,020301
168,1959,1860,94.9,1247,63.7,38177,-888888888,-888888888,30.3,6525,340,5.2,356,5.5,17,031,020601
169,2396,2149,89.7,1961,81.8,49167,-888888888,-888888888,14.5,8226,2475,30.1,698,8.5,17,031,020702
170,2213,2033,91.9,1762,79.6,54052,-888888888,-888888888,12.8,6175,1529,24.8,187,3.0,17,031,020801
171,2315,2240,96.8,1974,85.3,46219,-888888888,-888888888,26.3,7916,977,12.3,568,7.2,17,031,020802
172,1950,1792,91.9,1560,80.0,52254,-888888888,-888888888,19.5,6155,1352,22.0,1426,23.2,17,031,020901
173,1649,1440,87.3,1228,74.5,39484,-888888888,-888888888,23.1,4848,896,18.5,656,13.5,17,031,020902
174,2019,1808,89.5,1596,79.0,47025,-888888888,-888888888,25.0,5124,2646,51.6,193,3.8,17,031,815400
175,1231,1104,89.7,921,74.8,59940,-888888888,-888888888,11.0,4704,4212,89.5,125,2.7,17,031,816600
176,1724,1393,80.8,1302,75.5,42466,-888888888,-888888888,4.3,4757,273,5.7,4103,86.3,17,031,817101
177,1537,1354,88.1,1044,67.9,48450,-888888888,-888888888,10.6,4275,923,21.6,3195,74.7,17,031,817200
178,1206,1069,88.6,828,68.7,56678,-888888888,-888888888,16.9,4052,2581,63.7,915,22.6,17,031,817400
179,1092,1055,96.6,1037,95.0,189531,-888888888,-888888888,1.8,3298,127,3.9,0,0.0,17,031,819900
180,2030,1884,92.8,1563,77.0,66480,-888888888,-888888888,5.6,5875,1298,22.1,207,3.5,17,031,820501
181,1985,1619,81.6,1575,79.3,45438,-888888888,-888888888,17.3,5949,1313,22.1,213,3.6,17,031,822400
182,1253,1063,84.8,977,78.0,64844,-888888888,-888888888,3.7,3488,712,20.4,158,4.5,17,031,822802
183,1667,1492,89.5,1351,81.0,71544,-888888888,-888888888,12.5,4495,1158,25.8,629,14.0,17,031,823303
184,1355,1254,92.5,1201,88.6,86771,-888888888,-888888888,4.0,3676,378,10.3,36,1.0,17,031,823604
185,815,693,85.0,626,76.8,28456,-888888888,-888888888,11.3,1735,121,7.0,1588,91.5,17,031,420500
186,1145,927,81.0,776,67.8,33767,-888888888,-888888888,20.9,2765,38,1.4,2602,94.1,17,031,430400
187,750,627,83.6,550,73.3,36103,-888888888,-888888888,20.2,2168,82,3.8,1995,92.0,17,031,430600
188,887,781,88.0,614,69.2,30417,-888888888,-888888888,23.7,2333,0,0.0,2305,98.8,17,031,440900
189,1255,1071,85.3,1051,83.7,41188,-888888888,-888888888,20.6,3523,422,12.0,2958,84.0,17,031,460100
190,1123,1000,89.0,960,85.5,32188,-888888888,-888888888,20.6,2939,373,12.7,2504,85.2,17,031,480500
191,1123,1096,97.6,1073,95.5,38705,-888888888,-888888888,17.1,3194,288,9.0,939,29.4,17,031,283100
192,1326,1048,79.0,1008,76.0,40789,-888888888,-888888888,19.9,4841,4654,96.1,65,1.3,17,031,300700
193,1143,765,66.9,579,50.7,30367,-888888888,-888888888,43.2,3960,3897,98.4,0,0.0,17,031,300800
194,415,247,59.5,204,49.2,13625,-888888888,-888888888,64.2,981,0,0.0,957,97.6,17,031,340600
195,718,537,74.8,499,69.5,33333,-888888888,-888888888,23.9,1875,123,6.6,7,0.4,17,031,340300
196,2215,2058,92.9,1871,84.5,44770,-888888888,-888888888,30.2,3269,12,0.4,2223,68.0,17,031,351000
197,1334,1170,87.7,1077,80.7,45625,-888888888,-888888888,10.9,5065,4738,93.5,57,1.1,17,031,814300
198,2851,2470,86.6,2286,80.2,58859,-888888888,-888888888,9.0,4930,517,10.5,1452,29.5,17,031,815900
199,363,342,94.2,300,82.6,70179,-888888888,-888888888,0.0,5225,540,10.3,384,7.3,17,031,808702
200,2080,1714,82.4,1482,71.3,27012,-888888888,-888888888,27.9,5626,2840,50.5,2580,45.9,17,031,660600
201,398,305,76.6,224,56.3,27500,-888888888,-888888888,35.6,1001,250,25.0,735,73.4,17,031,670100
202,520,315,60.6,236,45.4,24597,-888888888,-888888888,23.1,1015,31,3.1,984,96.9,17,031,670800
203,266,171,64.3,150,56.4,33571,-888888888,-888888888,32.7,754,7,0.9,725,96.2,17,031,671100
204,319,206,64.6,150,47.0,24896,-888888888,-888888888,29.9,1019,0,0.0,992,97.4,17,031,671200
205,474,250,52.7,202,42.6,23029,-888888888,-888888888,21.8,1147,90,7.8,1057,92.2,17,031,671400
206,1358,1027,75.6,886,65.2,37045,-888888888,-888888888,11.6,3264,75,2.3,3178,97.4,17,031,490901
207,1811,1364,75.3,1187,65.5,44932,-888888888,-888888888,9.8,4204,44,1.0,4083,97.1,17,031,490902
208,537,431,80.3,396,73.7,54883,-888888888,-888888888,15.5,1456,29,2.0,1419,97.5,17,031,530502
209,521,454,87.1,450,86.4,90750,-888888888,-888888888,20.7,1692,823,48.6,73,4.3,17,031,222500
210,364,308,84.6,313,86.0,50313,-888888888,-888888888,15.9,1012,645,63.7,56,5.5,17,031,222800
211,1848,1712,92.6,1553,84.0,85526,-888888888,-888888888,6.7,5313,532,10.0,812,15.3,17,031,807200
212,1078,1012,93.9,1000,92.8,116000,-888888888,-888888888,2.1,3358,374,11.1,73,2.2,17,031,807500
213,1286,1208,93.9,1075,83.6,80561,-888888888,-888888888,5.7,2903,135,4.7,1493,51.4,17,031,750200
214,2567,2496,97.2,2465,96.0,75948,-888888888,-888888888,5.8,7012,2238,31.9,463,6.6,17,031,804308
215,943,863,91.5,849,90.0,81926,-888888888,-888888888,4.8,3086,1395,45.2,250,8.1,17,031,804309
216,3145,2994,95.2,2841,90.3,96274,-888888888,-888888888,6.0,8918,2198,24.6,51,0.6,17,031,804310
217,1864,1809,97.0,1624,87.1,42123,-888888888,-888888888,5.8,2841,317,11.2,527,18.5,17,031,030102
218,1113,884,79.4,738,66.3,54177,-888888888,-888888888,5.7,2553,168,6.6,15,0.6,17,031,760802
219,2808,2299,81.9,2190,78.0,44918,-888888888,-888888888,10.8,5788,497,8.6,100,1.7,17,031,760803
220,2861,2397,83.8,2262,79.1,64215,-888888888,-888888888,5.5,6075,699,11.5,198,3.3,17,031,770201
221,2158,1976,91.6,1841,85.3,66672,-888888888,-888888888,7.9,4749,551,11.6,1,0.0,17,031,770202
222,1055,1043,98.9,1004,95.2,96442,-888888888,-888888888,3.8,3234,115,3.6,53,1.6,17,031,770601
223,1591,1439,90.4,1048,65.9,71103,-888888888,-888888888,14.2,5198,2808,54.0,118,2.3,17,031,770602
224,1945,1606,82.6,1355,69.7,75519,-888888888,-888888888,9.9,4948,491,9.9,0,0.0,17,031,770901
225,1353,1064,78.6,905,66.9,61466,-888888888,-888888888,2.7,3309,252,7.6,2,0.1,17,031,770902
226,865,826,95.5,804,92.9,105066,-888888888,-888888888,4.3,2581,532,20.6,40,1.5,17,031,802003
227,2140,1898,88.7,1817,84.9,37406,-888888888,-888888888,14.4,5029,593,11.8,222,4.4,17,031,802004
228,2413,2094,86.8,1996,82.7,59546,-888888888,-888888888,15.7,6148,849,13.8,824,13.4,17,031,823702
229,1949,1741,89.3,1614,82.8,63581,-888888888,-888888888,4.5,4792,776,16.2,391,8.2,17,031,825000
230,1836,1433,78.1,1292,70.4,34808,-888888888,-888888888,10.9,3270,53,1.6,2737,83.7,17,031,826201
231,1407,1340,95.2,1169,83.1,54347,-888888888,-888888888,17.8,3864,284,7.3,3316,85.8,17,031,826301
232,871,599,68.8,435,49.9,27125,-888888888,-888888888,26.4,2281,296,13.0,1867,81.9,17,031,671500
233,667,466,69.9,409,61.3,19132,-888888888,-888888888,30.3,1643,0,0.0,1521,92.6,17,031,671600
234,1073,913,85.1,734,68.4,36438,-888888888,-888888888,28.7,3533,54,1.5,3371,95.4,17,031,672000
235,827,747,90.3,741,89.6,70511,-888888888,-888888888,2.6,1340,69,5.1,14,1.0,17,031,802403
236,2756,2626,95.3,2248,81.6,55441,-888888888,-888888888,15.5,7463,3157,42.3,117,1.6,17,031,802404
237,2411,2255,93.5,1868,77.5,56479,-888888888,-888888888,13.9,6579,3352,50.9,246,3.7,17,031,802505
238,758,713,94.1,671,88.5,85648,-888888888,-888888888,5.7,2476,1154,46.6,38,1.5,17,031,802506
239,438,425,97.0,407,92.9,123889,-888888888,-888888888,1.9,1253,40,3.2,29,2.3,17,031,802607
