ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2018,"2018",0,"Total",18356,3569,"Census Tract 9.03, Bernalillo County, NM","14000US35001000903"
2018,"2018",0,"Total",39198,4757,"Census Tract 9.04, Bernalillo County, NM","14000US35001000904"
2018,"2018",0,"Total",55982,16156,"Census Tract 11.01, Bernalillo County, NM","14000US35001001101"
2018,"2018",0,"Total",30602,6462,"Census Tract 11.02, Bernalillo County, NM","14000US35001001102"
2018,"2018",0,"Total",30963,9717,"Census Tract 12, Bernalillo County, NM","14000US35001001200"
2018,"2018",0,"Total",29464,6959,"Census Tract 13, Bernalillo County, NM","14000US35001001300"
2018,"2018",0,"Total",26908,6094,"Census Tract 14, Bernalillo County, NM","14000US35001001400"
2018,"2018",0,"Total",30972,2869,"Census Tract 15, Bernalillo County, NM","14000US35001001500"
2018,"2018",0,"Total",26370,6068,"Census Tract 16, Bernalillo County, NM","14000US35001001600"
2018,"2018",0,"Total",37273,8220,"Census Tract 17, Bernalillo County, NM","14000US35001001700"
2018,"2018",0,"Total",26198,4682,"Census Tract 18, Bernalillo County, NM","14000US35001001800"
2018,"2018",0,"Total",50625,18408,"Census Tract 19, Bernalillo County, NM","14000US35001001900"
2018,"2018",0,"Total",26500,4418,"Census Tract 20, Bernalillo County, NM","14000US35001002000"
2018,"2018",0,"Total",22944,5571,"Census Tract 21, Bernalillo County, NM","14000US35001002100"
2018,"2018",0,"Total",38300,6942.999999999999,"Census Tract 22, Bernalillo County, NM","14000US35001002200"
2018,"2018",0,"Total",36573,8080,"Census Tract 23, Bernalillo County, NM","14000US35001002300"
2018,"2018",0,"Total",42229,10367,"Census Tract 24.01, Bernalillo County, NM","14000US35001002401"
2018,"2018",0,"Total",26875,3623,"Census Tract 24.02, Bernalillo County, NM","14000US35001002402"
2018,"2018",0,"Total",26210,5850,"Census Tract 25, Bernalillo County, NM","14000US35001002500"
2018,"2018",0,"Total",38594,9782,"Census Tract 26, Bernalillo County, NM","14000US35001002600"
2018,"2018",0,"Total",45054,7490.999999999999,"Census Tract 27, Bernalillo County, NM","14000US35001002700"
2018,"2018",0,"Total",52049,8839,"Census Tract 29, Bernalillo County, NM","14000US35001002900"
2018,"2018",0,"Total",47750,13217,"Census Tract 30.01, Bernalillo County, NM","14000US35001003001"
2018,"2018",0,"Total",70929,18571,"Census Tract 30.02, Bernalillo County, NM","14000US35001003002"
2018,"2018",0,"Total",72500,21968,"Census Tract 31, Bernalillo County, NM","14000US35001003100"
2018,"2018",0,"Total",44130,7505.999999999999,"Census Tract 32.01, Bernalillo County, NM","14000US35001003201"
2018,"2018",0,"Total",34211,4197,"Census Tract 32.02, Bernalillo County, NM","14000US35001003202"
2018,"2018",0,"Total",25668,3428,"Census Tract 34, Bernalillo County, NM","14000US35001003400"
2018,"2018",0,"Total",50371,5839,"Census Tract 35.01, Bernalillo County, NM","14000US35001003501"
2018,"2018",0,"Total",82586,22287,"Census Tract 35.02, Bernalillo County, NM","14000US35001003502"
2018,"2018",0,"Total",51029,11198,"Census Tract 36, Bernalillo County, NM","14000US35001003600"
2018,"2018",0,"Total",52520,5224,"Census Tract 37.07, Bernalillo County, NM","14000US35001003707"
2018,"2018",0,"Total",77336,10328,"Census Tract 37.12, Bernalillo County, NM","14000US35001003712"
2018,"2018",0,"Total",36742,3944.9999999999995,"Census Tract 37.14, Bernalillo County, NM","14000US35001003714"
2018,"2018",0,"Total",83500,19108,"Census Tract 37.15, Bernalillo County, NM","14000US35001003715"
2018,"2018",0,"Total",62872,14612.000000000002,"Census Tract 37.17, Bernalillo County, NM","14000US35001003717"
2018,"2018",0,"Total",66500,15903.999999999998,"Census Tract 37.18, Bernalillo County, NM","14000US35001003718"
2018,"2018",0,"Total",60208,9281,"Census Tract 37.19, Bernalillo County, NM","14000US35001003719"
2018,"2018",0,"Total",107451,13739,"Census Tract 37.22, Bernalillo County, NM","14000US35001003722"
2018,"2018",0,"Total",54436,4262,"Census Tract 37.23, Bernalillo County, NM","14000US35001003723"
2018,"2018",0,"Total",66164,10905,"Census Tract 37.24, Bernalillo County, NM","14000US35001003724"
2018,"2018",0,"Total",54323,11378,"Census Tract 37.25, Bernalillo County, NM","14000US35001003725"
2018,"2018",0,"Total",105750,19874,"Census Tract 37.26, Bernalillo County, NM","14000US35001003726"
2018,"2018",0,"Total",57066,5079,"Census Tract 37.28, Bernalillo County, NM","14000US35001003728"
2018,"2018",0,"Total",125521,21168,"Census Tract 37.29, Bernalillo County, NM","14000US35001003729"
2018,"2018",0,"Total",114196,18316,"Census Tract 37.30, Bernalillo County, NM","14000US35001003730"
2018,"2018",0,"Total",136944,21986,"Census Tract 37.31, Bernalillo County, NM","14000US35001003731"
2018,"2018",0,"Total",109127,16881,"Census Tract 37.32, Bernalillo County, NM","14000US35001003732"
2018,"2018",0,"Total",23477,4635,"Census Tract 37.33, Bernalillo County, NM","14000US35001003733"
2018,"2018",0,"Total",75775,15784.000000000002,"Census Tract 37.35, Bernalillo County, NM","14000US35001003735"
2018,"2018",0,"Total",45599,11395,"Census Tract 37.36, Bernalillo County, NM","14000US35001003736"
2018,"2018",0,"Total",109120,6298,"Census Tract 37.37, Bernalillo County, NM","14000US35001003737"
2018,"2018",0,"Total",63203,17009,"Census Tract 37.38, Bernalillo County, NM","14000US35001003738"
2018,"2018",0,"Total",39143,7003,"Census Tract 40.01, Bernalillo County, NM","14000US35001004001"
2018,"2018",0,"Total",32036,4459,"Census Tract 43, Bernalillo County, NM","14000US35001004300"
2018,"2018",0,"Total",45867,15168,"Census Tract 44.01, Bernalillo County, NM","14000US35001004401"
2018,"2018",0,"Total",49893,11726,"Census Tract 44.02, Bernalillo County, NM","14000US35001004402"
2018,"2018",0,"Total",36912,12837,"Census Tract 45.01, Bernalillo County, NM","14000US35001004501"
2018,"2018",0,"Total",50982,9384,"Census Tract 46.03, Bernalillo County, NM","14000US35001004603"
2018,"2018",0,"Total",50875,4545,"Census Tract 46.04, Bernalillo County, NM","14000US35001004604"
2018,"2018",0,"Total",53042,11343,"Census Tract 47.12, Bernalillo County, NM","14000US35001004712"
2018,"2018",0,"Total",48100,6413,"Census Tract 47.13, Bernalillo County, NM","14000US35001004713"
2018,"2018",0,"Total",40844,5304,"Census Tract 47.16, Bernalillo County, NM","14000US35001004716"
2018,"2018",0,"Total",50951,3256,"Census Tract 47.17, Bernalillo County, NM","14000US35001004717"
2018,"2018",0,"Total",52339,6703,"Census Tract 47.22, Bernalillo County, NM","14000US35001004722"
2018,"2018",0,"Total",97445,10881,"Census Tract 47.23, Bernalillo County, NM","14000US35001004723"
2018,"2018",0,"Total",78800,9470,"Census Tract 47.24, Bernalillo County, NM","14000US35001004724"
2018,"2018",0,"Total",70023,4772,"Census Tract 47.25, Bernalillo County, NM","14000US35001004725"
2018,"2018",0,"Total",57610,8181.000000000001,"Census Tract 47.26, Bernalillo County, NM","14000US35001004726"
2018,"2018",0,"Total",66667,14700,"Census Tract 47.27, Bernalillo County, NM","14000US35001004727"
2018,"2018",0,"Total",77151,9347,"Census Tract 47.28, Bernalillo County, NM","14000US35001004728"
2018,"2018",0,"Total",57467,14630,"Census Tract 47.29, Bernalillo County, NM","14000US35001004729"
2018,"2018",0,"Total",45119,10920,"Census Tract 47.33, Bernalillo County, NM","14000US35001004733"
2018,"2018",0,"Total",37640,5541,"Census Tract 47.34, Bernalillo County, NM","14000US35001004734"
2018,"2018",0,"Total",42685,7602,"Census Tract 47.35, Bernalillo County, NM","14000US35001004735"
2018,"2018",0,"Total",31338,2892,"Census Tract 47.36, Bernalillo County, NM","14000US35001004736"
2018,"2018",0,"Total",56278,5977,"Census Tract 47.37, Bernalillo County, NM","14000US35001004737"
2018,"2018",0,"Total",47895,3237,"Census Tract 47.38, Bernalillo County, NM","14000US35001004738"
2018,"2018",0,"Total",41859,7530.999999999999,"Census Tract 47.39, Bernalillo County, NM","14000US35001004739"
2018,"2018",0,"Total",41809,8128.999999999999,"Census Tract 47.40, Bernalillo County, NM","14000US35001004740"
2018,"2018",0,"Total",33397,10401,"Census Tract 47.41, Bernalillo County, NM","14000US35001004741"
2018,"2018",0,"Total",57944,5699,"Census Tract 47.42, Bernalillo County, NM","14000US35001004742"
2018,"2018",0,"Total",68295,10093,"Census Tract 47.43, Bernalillo County, NM","14000US35001004743"
2018,"2018",0,"Total",87675,5564,"Census Tract 47.44, Bernalillo County, NM","14000US35001004744"
2018,"2018",0,"Total",82411,9037,"Census Tract 47.45, Bernalillo County, NM","14000US35001004745"
2018,"2018",0,"Total",68005,8450,"Census Tract 47.46, Bernalillo County, NM","14000US35001004746"
2018,"2018",0,"Total",78965,6618,"Census Tract 47.48, Bernalillo County, NM","14000US35001004748"
2018,"2018",0,"Total",38301,3261,"Census Tract 47.49, Bernalillo County, NM","14000US35001004749"
2018,"2018",0,"Total",60774,8377,"Census Tract 47.50, Bernalillo County, NM","14000US35001004750"
2018,"2018",0,"Total",76389,13061,"Census Tract 47.53, Bernalillo County, NM","14000US35001004753"
2017,"2017",0,"Total",85750,13103,"Census Tract 1.07, Bernalillo County, NM","14000US35001000107"
2017,"2017",0,"Total",63621,13883,"Census Tract 1.08, Bernalillo County, NM","14000US35001000108"
2017,"2017",0,"Total",74524,11389,"Census Tract 1.09, Bernalillo County, NM","14000US35001000109"
2017,"2017",0,"Total",35066,3360,"Census Tract 1.10, Bernalillo County, NM","14000US35001000110"
2017,"2017",0,"Total",80000,6017,"Census Tract 1.11, Bernalillo County, NM","14000US35001000111"
2017,"2017",0,"Total",66875,11273,"Census Tract 1.12, Bernalillo County, NM","14000US35001000112"
2017,"2017",0,"Total",48194,11065,"Census Tract 1.13, Bernalillo County, NM","14000US35001000113"
2017,"2017",0,"Total",48141,10348,"Census Tract 1.14, Bernalillo County, NM","14000US35001000114"
2017,"2017",0,"Total",29194,7119.000000000001,"Census Tract 1.15, Bernalillo County, NM","14000US35001000115"
2017,"2017",0,"Total",63977,7256.999999999999,"Census Tract 1.16, Bernalillo County, NM","14000US35001000116"
2017,"2017",0,"Total",60884,3882,"Census Tract 1.17, Bernalillo County, NM","14000US35001000117"
2017,"2017",0,"Total",54650,12905,"Census Tract 1.18, Bernalillo County, NM","14000US35001000118"
2017,"2017",0,"Total",72557,7649,"Census Tract 1.19, Bernalillo County, NM","14000US35001000119"
2017,"2017",0,"Total",54840,12155,"Census Tract 1.20, Bernalillo County, NM","14000US35001000120"
2017,"2017",0,"Total",43929,8292,"Census Tract 1.21, Bernalillo County, NM","14000US35001000121"
2017,"2017",0,"Total",60010,10742,"Census Tract 1.22, Bernalillo County, NM","14000US35001000122"
2017,"2017",0,"Total",47620,6253,"Census Tract 1.23, Bernalillo County, NM","14000US35001000123"
2017,"2017",0,"Total",28329,4582,"Census Tract 1.24, Bernalillo County, NM","14000US35001000124"
2017,"2017",0,"Total",92684,8440,"Census Tract 1.25, Bernalillo County, NM","14000US35001000125"
2017,"2017",0,"Total",51759,9994,"Census Tract 1.26, Bernalillo County, NM","14000US35001000126"
2017,"2017",0,"Total",63459,10297,"Census Tract 1.27, Bernalillo County, NM","14000US35001000127"
2017,"2017",0,"Total",46250,10073,"Census Tract 1.28, Bernalillo County, NM","14000US35001000128"
2017,"2017",0,"Total",42028,13265,"Census Tract 1.29, Bernalillo County, NM","14000US35001000129"
2017,"2017",0,"Total",40590,8131.000000000001,"Census Tract 2.03, Bernalillo County, NM","14000US35001000203"
2017,"2017",0,"Total",50649,6111,"Census Tract 2.04, Bernalillo County, NM","14000US35001000204"
2017,"2017",0,"Total",36894,6787.999999999999,"Census Tract 2.05, Bernalillo County, NM","14000US35001000205"
2017,"2017",0,"Total",57895,10770,"Census Tract 2.06, Bernalillo County, NM","14000US35001000206"
2017,"2017",0,"Total",39576,13961,"Census Tract 2.07, Bernalillo County, NM","14000US35001000207"
2017,"2017",0,"Total",46838,11303,"Census Tract 2.08, Bernalillo County, NM","14000US35001000208"
2017,"2017",0,"Total",57042,8237,"Census Tract 3, Bernalillo County, NM","14000US35001000300"
2017,"2017",0,"Total",51490,12203,"Census Tract 4.01, Bernalillo County, NM","14000US35001000401"
2017,"2017",0,"Total",56375,11923,"Census Tract 4.02, Bernalillo County, NM","14000US35001000402"
2017,"2017",0,"Total",30815,4821,"Census Tract 5.01, Bernalillo County, NM","14000US35001000501"
2017,"2017",0,"Total",44987,6059,"Census Tract 5.02, Bernalillo County, NM","14000US35001000502"
2017,"2017",0,"Total",41235,6699,"Census Tract 6.01, Bernalillo County, NM","14000US35001000601"
2017,"2017",0,"Total",18345,2825,"Census Tract 6.03, Bernalillo County, NM","14000US35001000603"
2017,"2017",0,"Total",25166,3337,"Census Tract 6.04, Bernalillo County, NM","14000US35001000604"
2017,"2017",0,"Total",43910,4866,"Census Tract 7.04, Bernalillo County, NM","14000US35001000704"
2017,"2017",0,"Total",32969,9651,"Census Tract 7.07, Bernalillo County, NM","14000US35001000707"
2017,"2017",0,"Total",37838,5193,"Census Tract 7.08, Bernalillo County, NM","14000US35001000708"
2017,"2017",0,"Total",62132,15598,"Census Tract 7.11, Bernalillo County, NM","14000US35001000711"
2017,"2017",0,"Total",36176,5851,"Census Tract 7.12, Bernalillo County, NM","14000US35001000712"
2017,"2017",0,"Total",26662,3632.0000000000005,"Census Tract 7.13, Bernalillo County, NM","14000US35001000713"
2017,"2017",0,"Total",60318,9312,"Census Tract 7.14, Bernalillo County, NM","14000US35001000714"
2017,"2017",0,"Total",74063,6906,"Census Tract 8.01, Bernalillo County, NM","14000US35001000801"
2017,"2017",0,"Total",20772,2310,"Census Tract 9.01, Bernalillo County, NM","14000US35001000901"
2017,"2017",0,"Total",18306,2005,"Census Tract 9.03, Bernalillo County, NM","14000US35001000903"
2017,"2017",0,"Total",36692,4051,"Census Tract 9.04, Bernalillo County, NM","14000US35001000904"
2017,"2017",0,"Total",51978,11505,"Census Tract 11.01, Bernalillo County, NM","14000US35001001101"
2017,"2017",0,"Total",27938,5996,"Census Tract 11.02, Bernalillo County, NM","14000US35001001102"
2017,"2017",0,"Total",26549,6727,"Census Tract 12, Bernalillo County, NM","14000US35001001200"
2017,"2017",0,"Total",31218,7510.999999999999,"Census Tract 13, Bernalillo County, NM","14000US35001001300"
2017,"2017",0,"Total",24639,10781,"Census Tract 14, Bernalillo County, NM","14000US35001001400"
2017,"2017",0,"Total",32388,7873,"Census Tract 15, Bernalillo County, NM","14000US35001001500"
2017,"2017",0,"Total",24406,5854,"Census Tract 16, Bernalillo County, NM","14000US35001001600"
2017,"2017",0,"Total",35728,6033,"Census Tract 17, Bernalillo County, NM","14000US35001001700"
2017,"2017",0,"Total",24293,4407,"Census Tract 18, Bernalillo County, NM","14000US35001001800"
2017,"2017",0,"Total",46389,14147,"Census Tract 19, Bernalillo County, NM","14000US35001001900"
2017,"2017",0,"Total",24647,5832,"Census Tract 20, Bernalillo County, NM","14000US35001002000"
2017,"2017",0,"Total",21932,4986,"Census Tract 21, Bernalillo County, NM","14000US35001002100"
2017,"2017",0,"Total",36647,4070,"Census Tract 22, Bernalillo County, NM","14000US35001002200"
2017,"2017",0,"Total",36250,9817,"Census Tract 23, Bernalillo County, NM","14000US35001002300"
2017,"2017",0,"Total",42063,8583,"Census Tract 24.01, Bernalillo County, NM","14000US35001002401"
2017,"2017",0,"Total",29616,6692,"Census Tract 24.02, Bernalillo County, NM","14000US35001002402"
2017,"2017",0,"Total",24183,5583,"Census Tract 25, Bernalillo County, NM","14000US35001002500"
2017,"2017",0,"Total",39821,8790,"Census Tract 26, Bernalillo County, NM","14000US35001002600"
2017,"2017",0,"Total",41667,5978,"Census Tract 27, Bernalillo County, NM","14000US35001002700"
2017,"2017",0,"Total",46019,13800.999999999998,"Census Tract 29, Bernalillo County, NM","14000US35001002900"
2017,"2017",0,"Total",41596,9583,"Census Tract 30.01, Bernalillo County, NM","14000US35001003001"
2017,"2017",0,"Total",61830,8110,"Census Tract 30.02, Bernalillo County, NM","14000US35001003002"
2017,"2017",0,"Total",63717,12068,"Census Tract 31, Bernalillo County, NM","14000US35001003100"
2017,"2017",0,"Total",41107,9235,"Census Tract 32.01, Bernalillo County, NM","14000US35001003201"
2017,"2017",0,"Total",35349,5675,"Census Tract 32.02, Bernalillo County, NM","14000US35001003202"
2017,"2017",0,"Total",22107,2343,"Census Tract 34, Bernalillo County, NM","14000US35001003400"
2017,"2017",0,"Total",47868,9138,"Census Tract 35.01, Bernalillo County, NM","14000US35001003501"
2017,"2017",0,"Total",78384,8933,"Census Tract 35.02, Bernalillo County, NM","14000US35001003502"
2017,"2017",0,"Total",47600,8098.999999999999,"Census Tract 36, Bernalillo County, NM","14000US35001003600"
2017,"2017",0,"Total",48211,6892.999999999999,"Census Tract 37.07, Bernalillo County, NM","14000US35001003707"
2017,"2017",0,"Total",82781,8626,"Census Tract 37.12, Bernalillo County, NM","14000US35001003712"
2017,"2017",0,"Total",34414,2871,"Census Tract 37.14, Bernalillo County, NM","14000US35001003714"
2017,"2017",0,"Total",87679,19070,"Census Tract 37.15, Bernalillo County, NM","14000US35001003715"
2017,"2017",0,"Total",52042,11743,"Census Tract 37.17, Bernalillo County, NM","14000US35001003717"
2017,"2017",0,"Total",75435,15009,"Census Tract 37.18, Bernalillo County, NM","14000US35001003718"
2017,"2017",0,"Total",57679,12341,"Census Tract 37.19, Bernalillo County, NM","14000US35001003719"
2017,"2017",0,"Total",96472,11903,"Census Tract 37.22, Bernalillo County, NM","14000US35001003722"
2017,"2017",0,"Total",54028,4574,"Census Tract 37.23, Bernalillo County, NM","14000US35001003723"
2017,"2017",0,"Total",70774,9412,"Census Tract 37.24, Bernalillo County, NM","14000US35001003724"
2017,"2017",0,"Total",52955,8675,"Census Tract 37.25, Bernalillo County, NM","14000US35001003725"
2017,"2017",0,"Total",102799,15931,"Census Tract 37.26, Bernalillo County, NM","14000US35001003726"
2017,"2017",0,"Total",54809,6559,"Census Tract 37.28, Bernalillo County, NM","14000US35001003728"
2017,"2017",0,"Total",127250,19823,"Census Tract 37.29, Bernalillo County, NM","14000US35001003729"
2017,"2017",0,"Total",105347,14517,"Census Tract 37.30, Bernalillo County, NM","14000US35001003730"
2017,"2017",0,"Total",140833,28208.999999999996,"Census Tract 37.31, Bernalillo County, NM","14000US35001003731"
2017,"2017",0,"Total",116850,19645,"Census Tract 37.32, Bernalillo County, NM","14000US35001003732"
2017,"2017",0,"Total",22799,5137,"Census Tract 37.33, Bernalillo County, NM","14000US35001003733"
2017,"2017",0,"Total",66639,14002,"Census Tract 37.35, Bernalillo County, NM","14000US35001003735"
2017,"2017",0,"Total",37668,7892.000000000001,"Census Tract 37.36, Bernalillo County, NM","14000US35001003736"
2017,"2017",0,"Total",107206,8203,"Census Tract 37.37, Bernalillo County, NM","14000US35001003737"
2017,"2017",0,"Total",54302,19906,"Census Tract 37.38, Bernalillo County, NM","14000US35001003738"
2017,"2017",0,"Total",32667,5243,"Census Tract 40.01, Bernalillo County, NM","14000US35001004001"
2017,"2017",0,"Total",33265,4899,"Census Tract 43, Bernalillo County, NM","14000US35001004300"
2017,"2017",0,"Total",43507,6900.000000000001,"Census Tract 44.01, Bernalillo County, NM","14000US35001004401"
2017,"2017",0,"Total",43750,14640,"Census Tract 44.02, Bernalillo County, NM","14000US35001004402"
2017,"2017",0,"Total",36891,9987,"Census Tract 45.01, Bernalillo County, NM","14000US35001004501"
2017,"2017",0,"Total",50000,14225,"Census Tract 46.03, Bernalillo County, NM","14000US35001004603"
2017,"2017",0,"Total",46160,7024.999999999999,"Census Tract 46.04, Bernalillo County, NM","14000US35001004604"
2017,"2017",0,"Total",44883,12383,"Census Tract 47.12, Bernalillo County, NM","14000US35001004712"
2017,"2017",0,"Total",43419,4489,"Census Tract 47.13, Bernalillo County, NM","14000US35001004713"
2017,"2017",0,"Total",41607,7421.000000000001,"Census Tract 47.16, Bernalillo County, NM","14000US35001004716"
2017,"2017",0,"Total",50907,4825,"Census Tract 47.17, Bernalillo County, NM","14000US35001004717"
2017,"2017",0,"Total",49320,5971,"Census Tract 47.22, Bernalillo County, NM","14000US35001004722"
2017,"2017",0,"Total",91955,20950,"Census Tract 47.23, Bernalillo County, NM","14000US35001004723"
2017,"2017",0,"Total",85077,8086.999999999999,"Census Tract 47.24, Bernalillo County, NM","14000US35001004724"
2017,"2017",0,"Total",71200,8642,"Census Tract 47.25, Bernalillo County, NM","14000US35001004725"
2017,"2017",0,"Total",60938,14711,"Census Tract 47.26, Bernalillo County, NM","14000US35001004726"
2017,"2017",0,"Total",64327,5841,"Census Tract 47.27, Bernalillo County, NM","14000US35001004727"
2017,"2017",0,"Total",73442,5017,"Census Tract 47.28, Bernalillo County, NM","14000US35001004728"
2017,"2017",0,"Total",56906,11434,"Census Tract 47.29, Bernalillo County, NM","14000US35001004729"
2017,"2017",0,"Total",44085,5613,"Census Tract 47.33, Bernalillo County, NM","14000US35001004733"
2017,"2017",0,"Total",39475,8793,"Census Tract 47.34, Bernalillo County, NM","14000US35001004734"
2017,"2017",0,"Total",42024,5958,"Census Tract 47.35, Bernalillo County, NM","14000US35001004735"
2017,"2017",0,"Total",34408,3011,"Census Tract 47.36, Bernalillo County, NM","14000US35001004736"
2017,"2017",0,"Total",54190,4981,"Census Tract 47.37, Bernalillo County, NM","14000US35001004737"
2017,"2017",0,"Total",44508,9452,"Census Tract 47.38, Bernalillo County, NM","14000US35001004738"
2017,"2017",0,"Total",42924,5806,"Census Tract 47.39, Bernalillo County, NM","14000US35001004739"
2017,"2017",0,"Total",44939,6712,"Census Tract 47.40, Bernalillo County, NM","14000US35001004740"
2017,"2017",0,"Total",35386,6695,"Census Tract 47.41, Bernalillo County, NM","14000US35001004741"
2017,"2017",0,"Total",58750,6561,"Census Tract 47.42, Bernalillo County, NM","14000US35001004742"
2017,"2017",0,"Total",76383,14122,"Census Tract 47.43, Bernalillo County, NM","14000US35001004743"
2017,"2017",0,"Total",91675,6139,"Census Tract 47.44, Bernalillo County, NM","14000US35001004744"
2017,"2017",0,"Total",85478,16522,"Census Tract 47.45, Bernalillo County, NM","14000US35001004745"
2017,"2017",0,"Total",61734,4788,"Census Tract 47.46, Bernalillo County, NM","14000US35001004746"
2017,"2017",0,"Total",75536,4068.0000000000005,"Census Tract 47.48, Bernalillo County, NM","14000US35001004748"
2017,"2017",0,"Total",34125,3877,"Census Tract 47.49, Bernalillo County, NM","14000US35001004749"
2017,"2017",0,"Total",53047,16712,"Census Tract 47.50, Bernalillo County, NM","14000US35001004750"
2017,"2017",0,"Total",87832,5845,"Census Tract 47.53, Bernalillo County, NM","14000US35001004753"
2016,"2016",0,"Total",85577,13375,"Census Tract 1.07, Bernalillo County, NM","14000US35001000107"
2016,"2016",0,"Total",50585,10675,"Census Tract 1.08, Bernalillo County, NM","14000US35001000108"
2016,"2016",0,"Total",68542,6675,"Census Tract 1.09, Bernalillo County, NM","14000US35001000109"
2016,"2016",0,"Total",33764,3150,"Census Tract 1.10, Bernalillo County, NM","14000US35001000110"
2016,"2016",0,"Total",73500,10167,"Census Tract 1.11, Bernalillo County, NM","14000US35001000111"
2016,"2016",0,"Total",82188,12590,"Census Tract 1.12, Bernalillo County, NM","14000US35001000112"
2016,"2016",0,"Total",47450,7691,"Census Tract 1.13, Bernalillo County, NM","14000US35001000113"
2016,"2016",0,"Total",47557,9454,"Census Tract 1.14, Bernalillo County, NM","14000US35001000114"
2016,"2016",0,"Total",27110,6106,"Census Tract 1.15, Bernalillo County, NM","14000US35001000115"
2016,"2016",0,"Total",60164,10913,"Census Tract 1.16, Bernalillo County, NM","14000US35001000116"
2016,"2016",0,"Total",61656,5592,"Census Tract 1.17, Bernalillo County, NM","14000US35001000117"
2016,"2016",0,"Total",52784,12483,"Census Tract 1.18, Bernalillo County, NM","14000US35001000118"
2016,"2016",0,"Total",72250,6465,"Census Tract 1.19, Bernalillo County, NM","14000US35001000119"
2016,"2016",0,"Total",50781,12867,"Census Tract 1.20, Bernalillo County, NM","14000US35001000120"
2016,"2016",0,"Total",38409,5745,"Census Tract 1.21, Bernalillo County, NM","14000US35001000121"
2016,"2016",0,"Total",57896,8846,"Census Tract 1.22, Bernalillo County, NM","14000US35001000122"
2016,"2016",0,"Total",44913,5436,"Census Tract 1.23, Bernalillo County, NM","14000US35001000123"
2016,"2016",0,"Total",27730,4397,"Census Tract 1.24, Bernalillo County, NM","14000US35001000124"
2016,"2016",0,"Total",89913,4684,"Census Tract 1.25, Bernalillo County, NM","14000US35001000125"
2016,"2016",0,"Total",46127,6359,"Census Tract 1.26, Bernalillo County, NM","14000US35001000126"
2016,"2016",0,"Total",53629,10866,"Census Tract 1.27, Bernalillo County, NM","14000US35001000127"
2016,"2016",0,"Total",40469,6636,"Census Tract 1.28, Bernalillo County, NM","14000US35001000128"
2016,"2016",0,"Total",40764,8407,"Census Tract 1.29, Bernalillo County, NM","14000US35001000129"
2016,"2016",0,"Total",39063,9008,"Census Tract 2.03, Bernalillo County, NM","14000US35001000203"
2016,"2016",0,"Total",49865,7277,"Census Tract 2.04, Bernalillo County, NM","14000US35001000204"
2016,"2016",0,"Total",35190,7595,"Census Tract 2.05, Bernalillo County, NM","14000US35001000205"
2016,"2016",0,"Total",58750,7989.000000000001,"Census Tract 2.06, Bernalillo County, NM","14000US35001000206"
2016,"2016",0,"Total",56458,7488.000000000001,"Census Tract 2.07, Bernalillo County, NM","14000US35001000207"
2016,"2016",0,"Total",51182,4590,"Census Tract 2.08, Bernalillo County, NM","14000US35001000208"
2016,"2016",0,"Total",52116,7407,"Census Tract 3, Bernalillo County, NM","14000US35001000300"
2016,"2016",0,"Total",63484,15250.000000000002,"Census Tract 4.01, Bernalillo County, NM","14000US35001000401"
2016,"2016",0,"Total",55822,7803,"Census Tract 4.02, Bernalillo County, NM","14000US35001000402"
2016,"2016",0,"Total",28351,4568,"Census Tract 5.01, Bernalillo County, NM","14000US35001000501"
2016,"2016",0,"Total",41082,8117,"Census Tract 5.02, Bernalillo County, NM","14000US35001000502"
2016,"2016",0,"Total",40032,8230,"Census Tract 6.01, Bernalillo County, NM","14000US35001000601"
2016,"2016",0,"Total",18053,3161,"Census Tract 6.03, Bernalillo County, NM","14000US35001000603"
2016,"2016",0,"Total",25221,3132,"Census Tract 6.04, Bernalillo County, NM","14000US35001000604"
2016,"2016",0,"Total",41538,5436,"Census Tract 7.04, Bernalillo County, NM","14000US35001000704"
2016,"2016",0,"Total",34514,8418,"Census Tract 7.07, Bernalillo County, NM","14000US35001000707"
2016,"2016",0,"Total",34277,9662,"Census Tract 7.08, Bernalillo County, NM","14000US35001000708"
2016,"2016",0,"Total",53750,16972,"Census Tract 7.11, Bernalillo County, NM","14000US35001000711"
2016,"2016",0,"Total",33460,6046,"Census Tract 7.12, Bernalillo County, NM","14000US35001000712"
2016,"2016",0,"Total",26363,4377,"Census Tract 7.13, Bernalillo County, NM","14000US35001000713"
2016,"2016",0,"Total",48235,13509,"Census Tract 7.14, Bernalillo County, NM","14000US35001000714"
2016,"2016",0,"Total",67105,12263,"Census Tract 8.01, Bernalillo County, NM","14000US35001000801"
2016,"2016",0,"Total",19403,2495,"Census Tract 9.01, Bernalillo County, NM","14000US35001000901"
2016,"2016",0,"Total",16714,1910.0000000000002,"Census Tract 9.03, Bernalillo County, NM","14000US35001000903"
2016,"2016",0,"Total",36316,5093,"Census Tract 9.04, Bernalillo County, NM","14000US35001000904"
2016,"2016",0,"Total",50461,6999.999999999999,"Census Tract 11.01, Bernalillo County, NM","14000US35001001101"
2016,"2016",0,"Total",29125,7096,"Census Tract 11.02, Bernalillo County, NM","14000US35001001102"
2016,"2016",0,"Total",24207,3277,"Census Tract 12, Bernalillo County, NM","14000US35001001200"
